Year,Month,DistrictID,Duration,StatusID,LoanCount,MaxAmount,MinAmount,TotalAmount,AverageAmount
1993,7,44,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,44,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,44,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,45,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,45,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,45,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,46,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,46,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,46,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,47,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,47,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,47,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,48,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,48,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,48,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,49,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,49,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,49,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,5,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,5,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,5,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,50,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,50,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,50,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,51,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,51,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,51,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,52,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,52,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,52,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,53,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,53,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,53,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,54,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,54,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,54,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,55,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,55,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,55,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,56,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,56,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,56,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,57,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,57,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,57,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,58,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,58,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,58,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,59,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,59,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,59,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,6,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,6,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,6,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,60,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,60,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,60,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,61,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,61,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,61,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,62,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,62,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,62,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,63,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,63,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,63,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,64,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,64,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,64,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,65,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,65,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,65,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,66,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,66,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,66,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,67,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,67,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,67,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,68,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,68,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,68,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,69,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,69,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,69,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,7,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,7,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,7,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,70,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,70,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,70,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,71,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,71,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,71,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,72,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,72,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,72,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,73,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,73,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,73,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,74,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,74,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,74,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,75,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,75,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,75,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,76,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,76,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,76,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,77,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,77,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,77,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,8,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,8,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,8,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,7,9,12,B,1,96396.0,96396.0,96396.0,96396.0
1993,7,9,36,A,1,165960.0,165960.0,165960.0,165960.0
1993,7,9,60,A,1,127080.0,127080.0,127080.0,127080.0
1993,8,1,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,10,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,11,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,12,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,13,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,14,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,15,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,16,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,17,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,18,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,19,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,2,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,20,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,21,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,22,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,23,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,24,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,25,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,26,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,27,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,28,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,29,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,3,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,30,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,31,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,32,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,33,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,34,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,35,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,36,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,37,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,38,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,39,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,4,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,40,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,41,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,42,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,43,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,44,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,45,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,46,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,47,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,48,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,49,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,5,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,50,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,51,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,52,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,53,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,54,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,55,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,56,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,57,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,58,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,59,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,6,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,60,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,61,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,62,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,63,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,64,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,65,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,66,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,67,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,68,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,69,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,7,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,70,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,71,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,72,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,73,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,74,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,75,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,76,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,77,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,8,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,8,9,36,A,1,105804.0,105804.0,105804.0,105804.0
1993,9,1,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,1,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,1,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,1,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,10,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,10,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,10,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,10,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,11,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,11,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,11,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,11,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,12,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,12,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,12,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,12,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,13,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,13,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,13,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,13,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,14,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,14,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,14,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,14,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,15,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,15,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,15,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,15,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,16,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,16,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,16,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,16,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,17,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,17,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,17,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,17,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,18,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,18,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,18,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,18,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,19,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,19,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,19,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,19,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,2,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,2,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,2,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,2,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,20,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,20,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,20,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,20,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,21,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,21,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,21,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,21,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,22,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,22,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,22,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,22,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,23,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,23,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,23,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,23,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,24,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,24,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,24,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,24,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,25,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,25,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,25,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,25,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,26,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,26,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,26,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,26,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,27,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,27,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,27,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,27,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,28,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,28,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,28,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,28,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,29,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,29,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,29,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,29,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,3,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,3,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,3,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,3,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,30,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,30,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,30,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,30,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,31,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,31,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,31,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,31,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,32,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,32,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,32,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,32,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,33,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,33,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,33,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,33,60,A,1,274740.0,274740.0,274740.0,274740.0
1993,9,34,12,A,1,52788.0,52788.0,52788.0,52788.0
1993,9,34,24,A,1,87840.0,87840.0,87840.0,87840.0
1993,9,34,24,B,1,174744.0,174744.0,174744.0,174744.0
1993,9,34,60,A,1,274740.0,274740.0,274740.0,274740.0
