LoanYear,LoanMonth,DistrictID,Duration,StatusID,LoanCount,MaxAmount,MinAmount,TotalAmount,AverageAmount
1994,10,74,12,A,1,17508.0,17508.0,17508.0,17508.0
1994,11,1,36,A,2,140400.0,48672.0,189072.0,94536.0
1994,11,1,48,A,1,61056.0,61056.0,61056.0,61056.0
1994,11,20,24,B,1,192552.0,192552.0,192552.0,192552.0
1994,11,31,36,B,1,164052.0,164052.0,164052.0,164052.0
1994,11,56,48,A,1,123696.0,123696.0,123696.0,123696.0
1994,11,70,12,A,1,83016.0,83016.0,83016.0,83016.0
1994,11,74,24,A,1,59760.0,59760.0,59760.0,59760.0
1994,12,1,12,A,1,31248.0,31248.0,31248.0,31248.0
1994,12,1,60,D,1,482940.0,482940.0,482940.0,482940.0
1994,12,29,24,A,1,51408.0,51408.0,51408.0,51408.0
1994,12,31,12,A,1,36684.0,36684.0,36684.0,36684.0
1994,12,45,36,A,1,115992.0,115992.0,115992.0,115992.0
1994,12,5,60,C,1,199680.0,199680.0,199680.0,199680.0
1994,12,54,60,C,1,100980.0,100980.0,100980.0,100980.0
1994,12,57,36,A,1,205200.0,205200.0,205200.0,205200.0
1994,12,74,60,C,1,398640.0,398640.0,398640.0,398640.0
1995,1,1,12,A,1,76380.0,76380.0,76380.0,76380.0
1995,1,1,24,A,1,76416.0,76416.0,76416.0,76416.0
1995,1,1,36,B,1,270648.0,270648.0,270648.0,270648.0
1995,1,24,12,A,1,95808.0,95808.0,95808.0,95808.0
1995,1,29,48,C,1,347952.0,347952.0,347952.0,347952.0
1995,1,48,60,D,1,137880.0,137880.0,137880.0,137880.0
1995,1,52,24,A,1,48624.0,48624.0,48624.0,48624.0
1995,1,63,36,A,1,288468.0,288468.0,288468.0,288468.0
1995,1,71,48,D,1,177744.0,177744.0,177744.0,177744.0
1995,1,75,12,A,1,68112.0,68112.0,68112.0,68112.0
1995,2,1,60,D,1,316140.0,316140.0,316140.0,316140.0
1995,2,24,24,A,1,97224.0,97224.0,97224.0,97224.0
1995,2,26,60,C,1,79920.0,79920.0,79920.0,79920.0
1995,2,38,48,C,1,20832.0,20832.0,20832.0,20832.0
1995,2,5,60,C,1,538500.0,538500.0,538500.0,538500.0
1995,2,61,12,A,1,43164.0,43164.0,43164.0,43164.0
1995,2,74,48,C,1,221280.0,221280.0,221280.0,221280.0
1995,2,74,48,D,1,151728.0,151728.0,151728.0,151728.0
1995,3,1,24,A,1,31728.0,31728.0,31728.0,31728.0
1995,3,1,24,B,1,168984.0,168984.0,168984.0,168984.0
1995,3,12,60,C,1,331560.0,331560.0,331560.0,331560.0
1995,3,25,48,D,1,99696.0,99696.0,99696.0,99696.0
1995,3,34,48,C,1,185952.0,185952.0,185952.0,185952.0
1995,3,40,12,A,1,15420.0,15420.0,15420.0,15420.0
1995,3,42,60,D,1,103680.0,103680.0,103680.0,103680.0
1995,3,47,24,A,1,28248.0,28248.0,28248.0,28248.0
1995,3,68,24,A,1,76680.0,76680.0,76680.0,76680.0
1995,3,70,24,A,1,134784.0,134784.0,134784.0,134784.0
1995,4,1,12,A,1,18564.0,18564.0,18564.0,18564.0
1995,4,11,24,A,1,126600.0,126600.0,126600.0,126600.0
1995,4,28,36,A,2,248148.0,156672.0,404820.0,202410.0
1995,4,52,48,C,1,158976.0,158976.0,158976.0,158976.0
1995,4,61,60,C,1,225420.0,225420.0,225420.0,225420.0
1995,4,64,24,A,1,47304.0,47304.0,47304.0,47304.0
1995,4,68,12,B,1,68400.0,68400.0,68400.0,68400.0
1995,4,74,24,A,1,104712.0,104712.0,104712.0,104712.0
1995,5,1,12,A,1,36396.0,36396.0,36396.0,36396.0
1995,5,38,36,A,1,71064.0,71064.0,71064.0,71064.0
1995,5,4,60,C,1,189060.0,189060.0,189060.0,189060.0
1995,5,48,60,C,1,158760.0,158760.0,158760.0,158760.0
1995,5,62,48,C,1,87216.0,87216.0,87216.0,87216.0
1995,5,65,24,B,1,187224.0,187224.0,187224.0,187224.0
1995,6,19,36,A,1,265320.0,265320.0,265320.0,265320.0
1995,6,26,24,A,1,29784.0,29784.0,29784.0,29784.0
1995,6,29,60,C,1,417060.0,417060.0,417060.0,417060.0
1995,6,41,24,A,1,198240.0,198240.0,198240.0,198240.0
1995,6,49,60,C,1,63360.0,63360.0,63360.0,63360.0
1995,6,61,24,A,1,139536.0,139536.0,139536.0,139536.0
1995,7,10,24,A,1,98592.0,98592.0,98592.0,98592.0
1995,7,5,60,C,1,285600.0,285600.0,285600.0,285600.0
1995,7,66,48,C,1,465072.0,465072.0,465072.0,465072.0
1995,7,72,60,C,1,60000.0,60000.0,60000.0,60000.0
1995,8,15,12,A,1,21396.0,21396.0,21396.0,21396.0
1995,8,19,24,A,1,45336.0,45336.0,45336.0,45336.0
1995,8,2,24,A,1,107640.0,107640.0,107640.0,107640.0
1995,8,64,48,C,1,33984.0,33984.0,33984.0,33984.0
1995,8,9,12,A,1,20220.0,20220.0,20220.0,20220.0
1995,8,9,24,A,1,44088.0,44088.0,44088.0,44088.0
1995,9,1,12,A,1,36168.0,36168.0,36168.0,36168.0
1995,9,2,60,C,1,85860.0,85860.0,85860.0,85860.0
1995,9,64,48,C,1,188688.0,188688.0,188688.0,188688.0
1995,9,72,48,C,1,309552.0,309552.0,309552.0,309552.0
1995,10,1,36,A,1,231696.0,231696.0,231696.0,231696.0
1995,10,1,60,C,1,419880.0,419880.0,419880.0,419880.0
1995,10,11,36,A,1,260028.0,260028.0,260028.0,260028.0
1995,10,20,60,C,1,266220.0,266220.0,266220.0,266220.0
1995,10,34,36,A,1,21852.0,21852.0,21852.0,21852.0
1995,10,39,36,A,1,73836.0,73836.0,73836.0,73836.0
1995,10,44,60,C,1,314520.0,314520.0,314520.0,314520.0
1995,10,62,12,A,1,37908.0,37908.0,37908.0,37908.0
1995,11,1,24,A,1,31176.0,31176.0,31176.0,31176.0
1995,11,11,24,B,1,137904.0,137904.0,137904.0,137904.0
1995,11,16,36,B,1,60156.0,60156.0,60156.0,60156.0
1995,11,19,60,C,1,182040.0,182040.0,182040.0,182040.0
1995,11,39,48,C,1,73056.0,73056.0,73056.0,73056.0
1995,11,43,12,A,1,41952.0,41952.0,41952.0,41952.0
1995,11,54,36,A,1,113796.0,113796.0,113796.0,113796.0
1995,11,65,48,C,1,244368.0,244368.0,244368.0,244368.0
1995,11,68,24,A,1,99336.0,99336.0,99336.0,99336.0
1995,12,1,60,C,1,125340.0,125340.0,125340.0,125340.0
1995,12,21,60,C,1,191880.0,191880.0,191880.0,191880.0
1995,12,31,24,A,2,104712.0,92976.0,197688.0,98844.0
1995,12,45,60,C,1,204000.0,204000.0,204000.0,204000.0
1995,12,52,12,A,1,27984.0,27984.0,27984.0,27984.0
1995,12,72,36,A,1,217152.0,217152.0,217152.0,217152.0
1995,12,72,48,C,1,309600.0,309600.0,309600.0,309600.0
1995,12,74,48,C,2,232560.0,194880.0,427440.0,213720.0
1996,1,19,24,A,1,189696.0,189696.0,189696.0,189696.0
1996,1,42,48,C,1,98832.0,98832.0,98832.0,98832.0
1996,1,50,48,C,1,135360.0,135360.0,135360.0,135360.0
1996,1,51,60,C,1,165120.0,165120.0,165120.0,165120.0
1996,1,58,48,C,1,20352.0,20352.0,20352.0,20352.0
1996,1,70,24,A,1,89880.0,89880.0,89880.0,89880.0
1996,2,13,24,B,1,61656.0,61656.0,61656.0,61656.0
1996,2,20,36,D,1,128988.0,128988.0,128988.0,128988.0
1996,2,31,24,B,1,72408.0,72408.0,72408.0,72408.0
1996,2,38,48,C,1,123216.0,123216.0,123216.0,123216.0
1996,2,52,60,D,1,290700.0,290700.0,290700.0,290700.0
1996,2,54,60,C,1,56100.0,56100.0,56100.0,56100.0
1996,2,65,36,C,1,113544.0,113544.0,113544.0,113544.0
1996,2,7,12,A,1,63252.0,63252.0,63252.0,63252.0
1996,2,74,60,C,1,380160.0,380160.0,380160.0,380160.0
1996,3,1,48,C,1,247728.0,247728.0,247728.0,247728.0
1996,3,31,36,C,1,202788.0,202788.0,202788.0,202788.0
1996,3,47,36,C,1,213300.0,213300.0,213300.0,213300.0
1996,3,70,48,D,1,100224.0,100224.0,100224.0,100224.0
1996,3,71,48,C,1,154656.0,154656.0,154656.0,154656.0
1996,4,1,48,D,1,320976.0,320976.0,320976.0,320976.0
1996,4,13,12,A,1,44628.0,44628.0,44628.0,44628.0
1996,4,21,12,B,2,30276.0,30276.0,60552.0,30276.0
1996,4,26,48,C,1,249312.0,249312.0,249312.0,249312.0
1996,4,44,36,D,1,277884.0,277884.0,277884.0,277884.0
1996,4,65,48,C,1,200976.0,200976.0,200976.0,200976.0
1996,4,69,48,D,1,215616.0,215616.0,215616.0,215616.0
1996,4,70,60,C,1,49440.0,49440.0,49440.0,49440.0
1996,5,14,36,C,1,173016.0,173016.0,173016.0,173016.0
1996,5,16,24,A,1,165960.0,165960.0,165960.0,165960.0
1996,5,20,60,C,1,220620.0,220620.0,220620.0,220620.0
1996,5,37,60,C,1,284280.0,284280.0,284280.0,284280.0
1996,5,62,48,C,1,320592.0,320592.0,320592.0,320592.0
1996,5,70,60,C,1,123600.0,123600.0,123600.0,123600.0
1996,5,72,36,C,1,161496.0,161496.0,161496.0,161496.0
1996,5,73,24,B,1,66480.0,66480.0,66480.0,66480.0
1996,6,28,60,C,1,30060.0,30060.0,30060.0,30060.0
1996,6,33,24,A,1,46320.0,46320.0,46320.0,46320.0
1996,6,38,36,C,1,176148.0,176148.0,176148.0,176148.0
1996,6,40,48,C,1,186384.0,186384.0,186384.0,186384.0
1996,6,64,48,C,1,360000.0,360000.0,360000.0,360000.0
1996,6,66,60,C,1,368880.0,368880.0,368880.0,368880.0
1996,7,1,36,C,1,20196.0,20196.0,20196.0,20196.0
1996,7,17,36,C,1,85716.0,85716.0,85716.0,85716.0
1996,7,24,36,C,1,19044.0,19044.0,19044.0,19044.0
1996,7,32,36,C,1,162468.0,162468.0,162468.0,162468.0
1996,7,37,24,A,1,155880.0,155880.0,155880.0,155880.0
1996,7,38,36,C,1,96768.0,96768.0,96768.0,96768.0
1996,7,43,48,C,1,32640.0,32640.0,32640.0,32640.0
1996,7,52,48,C,1,133968.0,133968.0,133968.0,133968.0
1996,7,54,12,A,1,11400.0,11400.0,11400.0,11400.0
1996,7,64,48,C,1,444864.0,444864.0,444864.0,444864.0
1996,7,68,36,C,1,141948.0,141948.0,141948.0,141948.0
1996,7,72,24,A,1,187104.0,187104.0,187104.0,187104.0
1996,8,1,36,C,1,258444.0,258444.0,258444.0,258444.0
1996,8,15,12,A,1,44376.0,44376.0,44376.0,44376.0
1996,8,3,48,C,1,270384.0,270384.0,270384.0,270384.0
1996,8,32,24,A,1,91152.0,91152.0,91152.0,91152.0
1996,8,4,60,C,1,402000.0,402000.0,402000.0,402000.0
1996,8,5,24,A,1,155640.0,155640.0,155640.0,155640.0
1996,8,52,24,A,1,141648.0,141648.0,141648.0,141648.0
1996,8,59,36,D,1,253512.0,253512.0,253512.0,253512.0
1996,8,59,60,C,1,148920.0,148920.0,148920.0,148920.0
1996,8,60,60,C,2,89340.0,89340.0,178680.0,89340.0
1996,8,61,12,A,1,54024.0,54024.0,54024.0,54024.0
1996,8,64,48,C,1,85632.0,85632.0,85632.0,85632.0
1996,8,69,48,D,1,388512.0,388512.0,388512.0,388512.0
1996,9,1,36,C,2,71460.0,68832.0,140292.0,70146.0
1996,9,12,36,C,1,74124.0,74124.0,74124.0,74124.0
1996,9,24,24,A,1,15192.0,15192.0,15192.0,15192.0
1996,9,47,48,C,1,174048.0,174048.0,174048.0,174048.0
1996,9,48,60,C,1,181020.0,181020.0,181020.0,181020.0
1996,9,60,36,C,1,54396.0,54396.0,54396.0,54396.0
1996,9,64,12,A,1,96168.0,96168.0,96168.0,96168.0
1996,9,69,24,A,1,84120.0,84120.0,84120.0,84120.0
1996,9,72,12,B,1,29448.0,29448.0,29448.0,29448.0
1996,9,73,36,D,1,139464.0,139464.0,139464.0,139464.0
1996,9,77,36,C,1,48744.0,48744.0,48744.0,48744.0
1996,9,8,36,C,1,194940.0,194940.0,194940.0,194940.0
1996,10,1,12,A,1,101520.0,101520.0,101520.0,101520.0
1996,10,1,36,C,1,77184.0,77184.0,77184.0,77184.0
1996,10,1,48,C,1,70656.0,70656.0,70656.0,70656.0
1996,10,12,60,C,1,392460.0,392460.0,392460.0,392460.0
1996,10,13,60,C,1,262980.0,262980.0,262980.0,262980.0
1996,10,16,36,C,1,22968.0,22968.0,22968.0,22968.0
1996,10,19,60,C,1,396120.0,396120.0,396120.0,396120.0
1996,10,27,48,C,1,64656.0,64656.0,64656.0,64656.0
1996,10,62,36,C,1,192744.0,192744.0,192744.0,192744.0
1996,10,64,60,C,1,372120.0,372120.0,372120.0,372120.0
1996,10,70,12,A,2,86184.0,86184.0,172368.0,86184.0
1996,10,9,24,A,1,93600.0,93600.0,93600.0,93600.0
1996,11,1,24,A,1,110136.0,110136.0,110136.0,110136.0
1996,11,1,36,C,1,228276.0,228276.0,228276.0,228276.0
1996,11,14,48,C,1,421008.0,421008.0,421008.0,421008.0
1996,11,14,60,C,1,321180.0,321180.0,321180.0,321180.0
1996,11,31,12,A,1,61560.0,61560.0,61560.0,61560.0
1996,11,37,24,A,1,68544.0,68544.0,68544.0,68544.0
1996,11,40,12,A,1,88440.0,88440.0,88440.0,88440.0
1996,11,43,60,C,1,359760.0,359760.0,359760.0,359760.0
1996,11,52,12,A,1,72120.0,72120.0,72120.0,72120.0
1996,11,53,24,A,1,110112.0,110112.0,110112.0,110112.0
1996,11,54,48,C,1,179328.0,179328.0,179328.0,179328.0
1996,11,62,48,C,2,182640.0,46176.0,228816.0,114408.0
1996,11,64,60,C,1,276300.0,276300.0,276300.0,276300.0
1996,12,10,48,C,1,155616.0,155616.0,155616.0,155616.0
1996,12,16,36,C,1,115812.0,115812.0,115812.0,115812.0
1996,12,29,60,D,1,222180.0,222180.0,222180.0,222180.0
1996,12,39,24,A,1,123408.0,123408.0,123408.0,123408.0
1996,12,55,60,C,1,417600.0,417600.0,417600.0,417600.0
1996,12,67,24,A,1,129408.0,129408.0,129408.0,129408.0
1996,12,70,48,C,1,45024.0,45024.0,45024.0,45024.0
1996,12,72,48,C,1,155616.0,155616.0,155616.0,155616.0
1997,1,14,48,C,1,232560.0,232560.0,232560.0,232560.0
1997,1,22,36,D,1,260640.0,260640.0,260640.0,260640.0
1997,1,4,60,C,1,68340.0,68340.0,68340.0,68340.0
1997,1,42,12,A,1,38520.0,38520.0,38520.0,38520.0
1997,1,45,60,C,1,93960.0,93960.0,93960.0,93960.0
1997,1,46,48,C,1,390096.0,390096.0,390096.0,390096.0
1997,1,5,36,C,1,67320.0,67320.0,67320.0,67320.0
1997,1,57,12,A,1,23184.0,23184.0,23184.0,23184.0
1997,1,63,60,C,1,186300.0,186300.0,186300.0,186300.0
1997,1,9,60,C,1,221880.0,221880.0,221880.0,221880.0
1997,2,1,60,C,1,415800.0,415800.0,415800.0,415800.0
1997,2,19,12,A,1,53076.0,53076.0,53076.0,53076.0
1997,2,21,12,A,1,116832.0,116832.0,116832.0,116832.0
1997,2,24,24,C,1,72504.0,72504.0,72504.0,72504.0
1997,2,26,48,C,1,59136.0,59136.0,59136.0,59136.0
1997,2,36,48,C,1,475680.0,475680.0,475680.0,475680.0
1997,2,38,24,C,1,44304.0,44304.0,44304.0,44304.0
1997,2,43,24,D,1,71976.0,71976.0,71976.0,71976.0
1997,2,49,60,C,1,117420.0,117420.0,117420.0,117420.0
1997,2,6,60,C,1,317520.0,317520.0,317520.0,317520.0
1997,2,67,48,D,1,247920.0,247920.0,247920.0,247920.0
1997,2,68,48,C,1,35904.0,35904.0,35904.0,35904.0
1997,2,70,60,C,1,73260.0,73260.0,73260.0,73260.0
1997,2,74,24,C,1,146064.0,146064.0,146064.0,146064.0
1997,3,1,12,A,1,17184.0,17184.0,17184.0,17184.0
1997,3,1,24,C,1,94488.0,94488.0,94488.0,94488.0
1997,3,17,12,A,1,91632.0,91632.0,91632.0,91632.0
1997,3,23,48,C,1,88704.0,88704.0,88704.0,88704.0
1997,3,28,36,C,1,90180.0,90180.0,90180.0,90180.0
1997,3,3,24,D,1,66696.0,66696.0,66696.0,66696.0
1997,3,34,12,A,2,67464.0,67464.0,134928.0,67464.0
1997,3,37,48,C,2,119136.0,83280.0,202416.0,101208.0
1997,3,5,12,A,1,76080.0,76080.0,76080.0,76080.0
1997,3,52,36,C,1,22932.0,22932.0,22932.0,22932.0
1997,3,54,36,D,1,84600.0,84600.0,84600.0,84600.0
1997,3,57,48,C,1,84288.0,84288.0,84288.0,84288.0
1997,3,60,60,C,1,150180.0,150180.0,150180.0,150180.0
1997,3,66,12,A,1,67980.0,67980.0,67980.0,67980.0
1997,3,69,12,A,1,90156.0,90156.0,90156.0,90156.0
1997,3,70,48,C,1,162624.0,162624.0,162624.0,162624.0
1997,3,8,24,C,1,97176.0,97176.0,97176.0,97176.0
1997,3,9,60,C,1,341280.0,341280.0,341280.0,341280.0
1997,4,1,24,C,1,99936.0,99936.0,99936.0,99936.0
1997,4,11,48,C,1,164256.0,164256.0,164256.0,164256.0
1997,4,13,36,C,1,148140.0,148140.0,148140.0,148140.0
1997,4,16,12,A,1,98304.0,98304.0,98304.0,98304.0
1997,4,25,60,C,1,18720.0,18720.0,18720.0,18720.0
1997,4,43,36,C,1,124344.0,124344.0,124344.0,124344.0
1997,4,58,60,C,1,102240.0,102240.0,102240.0,102240.0
1997,4,64,60,D,1,293880.0,293880.0,293880.0,293880.0
1997,4,71,12,A,1,27456.0,27456.0,27456.0,27456.0
1997,4,73,12,A,1,74040.0,74040.0,74040.0,74040.0
1997,4,75,60,C,1,399120.0,399120.0,399120.0,399120.0
1997,4,8,24,D,1,196800.0,196800.0,196800.0,196800.0
1997,5,1,36,C,1,165168.0,165168.0,165168.0,165168.0
1997,5,1,60,C,2,268320.0,100260.0,368580.0,184290.0
1997,5,15,24,C,1,66840.0,66840.0,66840.0,66840.0
1997,5,18,48,C,1,159744.0,159744.0,159744.0,159744.0
1997,5,27,60,C,1,239160.0,239160.0,239160.0,239160.0
1997,5,47,24,C,1,50112.0,50112.0,50112.0,50112.0
1997,5,53,60,D,1,307200.0,307200.0,307200.0,307200.0
1997,5,57,48,C,1,335280.0,335280.0,335280.0,335280.0
1997,5,63,24,C,1,106944.0,106944.0,106944.0,106944.0
1997,5,64,12,A,1,39024.0,39024.0,39024.0,39024.0
1997,5,64,36,C,1,164196.0,164196.0,164196.0,164196.0
1997,5,67,36,C,1,220428.0,220428.0,220428.0,220428.0
1997,5,68,12,A,1,39576.0,39576.0,39576.0,39576.0
1997,5,72,48,C,1,53232.0,53232.0,53232.0,53232.0
1997,5,74,24,C,1,76992.0,76992.0,76992.0,76992.0
1997,6,1,12,A,1,34572.0,34572.0,34572.0,34572.0
1997,6,1,48,C,1,88272.0,88272.0,88272.0,88272.0
1997,6,21,12,A,1,86880.0,86880.0,86880.0,86880.0
1997,6,26,60,D,1,272220.0,272220.0,272220.0,272220.0
1997,6,28,60,C,1,213300.0,213300.0,213300.0,213300.0
1997,6,4,36,C,1,233424.0,233424.0,233424.0,233424.0
1997,6,42,48,C,1,207264.0,207264.0,207264.0,207264.0
1997,6,5,24,C,1,87360.0,87360.0,87360.0,87360.0
1997,6,50,36,C,1,150912.0,150912.0,150912.0,150912.0
1997,6,51,12,A,1,42900.0,42900.0,42900.0,42900.0
1997,6,51,48,C,1,288720.0,288720.0,288720.0,288720.0
1997,6,51,60,C,1,309660.0,309660.0,309660.0,309660.0
1997,6,54,48,C,1,385104.0,385104.0,385104.0,385104.0
1997,6,59,24,C,1,188616.0,188616.0,188616.0,188616.0
1997,6,6,48,C,1,466608.0,466608.0,466608.0,466608.0
1997,6,65,48,C,1,100080.0,100080.0,100080.0,100080.0
1997,6,70,24,D,1,59448.0,59448.0,59448.0,59448.0
1997,6,70,48,C,1,305424.0,305424.0,305424.0,305424.0
1997,6,74,60,C,1,285240.0,285240.0,285240.0,285240.0
1997,6,8,60,C,1,31620.0,31620.0,31620.0,31620.0
1997,6,9,12,A,1,33348.0,33348.0,33348.0,33348.0
1997,7,1,12,A,1,77808.0,77808.0,77808.0,77808.0
1997,7,14,48,D,1,333648.0,333648.0,333648.0,333648.0
1997,7,47,60,C,1,369000.0,369000.0,369000.0,369000.0
1997,7,50,48,C,1,191088.0,191088.0,191088.0,191088.0
1997,7,54,24,C,1,67608.0,67608.0,67608.0,67608.0
1997,7,54,48,C,2,294384.0,41856.0,336240.0,168120.0
1997,7,54,48,D,1,357840.0,357840.0,357840.0,357840.0
1997,7,55,36,C,1,74772.0,74772.0,74772.0,74772.0
1997,7,59,12,A,1,18324.0,18324.0,18324.0,18324.0
1997,7,70,12,A,1,33144.0,33144.0,33144.0,33144.0
1997,7,70,48,C,1,210384.0,210384.0,210384.0,210384.0
1997,8,1,12,A,1,76944.0,76944.0,76944.0,76944.0
