ClientID,AccountID,TotalTransactionAmount
4113,3402,4399829.7
3782,3127,4392788.6
11063,8982,4389204.8
11064,8982,4389204.8
1157,960,4387308.1
2686,2218,4380618.1
2687,2218,4380618.1
11136,9041,4379955.4
11804,9591,4371077.3
3454,2859,4362100.7
3455,2859,4362100.7
2092,1725,4352249.1
2846,2355,4351446.5
42,34,4342630.5
6567,5442,4338747.4
4863,4035,4334780.9
457,377,4329990.5
1862,1536,4318743.6
273,227,4315032.8
593,494,4308198.0
12003,9750,4306929.0
2129,1757,4297859.3
1366,1136,4295198.4
2066,1701,4288568.4
5111,4240,4283351.8
5318,4413,4279384.7
5319,4413,4279384.7
7914,6555,4243596.7
5911,4894,4237685.8
4518,3745,4237075.4
13750,11186,4222458.4
13751,11186,4222458.4
9702,7844,4208565.7
10798,8759,4199034.1
3107,2576,4193695.0
3108,2576,4193695.0
12378,10065,4191021.7
13406,10906,4190954.1
4837,4014,4182710.2
10912,8856,4174333.8
1717,1416,4174277.8
352,290,4172353.1
3829,3166,4153098.9
3477,2877,4149211.2
479,397,4138757.9
480,397,4138757.9
4077,3371,4116512.1
4067,3364,4113052.9
3935,3253,4109440.4
2166,1787,4108891.9
8064,6678,4104026.6
649,539,4099490.3
9417,7606,4094533.5
5312,4408,4091389.1
5313,4408,4091389.1
1408,1169,4087574.4
2635,2176,4076265.9
3136,2600,4070520.2
5152,4276,4057843.4
3258,2700,4043410.1
13620,11079,4041890.8
6299,5213,4033301.6
1133,940,4031929.6
1134,940,4031929.6
4507,3735,4027859.4
4020,3326,4014052.2
4396,3646,4006596.9
4397,3646,4006596.9
2302,1896,3984612.8
779,649,3981438.8
9427,7614,3976122.6
9428,7614,3976122.6
9945,8051,3966074.3
9946,8051,3966074.3
1765,1456,3965442.2
5028,4171,3964878.2
6546,5423,3963988.2
13955,11349,3957372.2
13956,11349,3957372.2
2530,2087,3951956.9
1836,1515,3950605.1
6114,5065,3948807.6
424,347,3945704.7
1102,915,3941740.0
880,733,3936514.1
2555,2111,3931480.8
5521,4580,3929811.2
458,378,3926899.9
4584,3804,3920229.9
2185,1804,3919165.5
3962,3273,3915480.2
9366,7562,3908326.8
4563,3785,3907371.2
4564,3785,3907371.2
2122,1750,3906271.8
3689,3051,3892869.0
5433,4503,3892353.6
12577,10227,3888081.2
2968,2458,3887111.0
1213,1009,3872824.9
1952,1610,3871815.4
1953,1610,3871815.4
4901,4066,3861568.8
11004,8931,3835512.9
4942,4103,3833671.6
1917,1583,3824773.6
3898,3223,3817777.1
1260,1050,3806547.7
1261,1050,3806547.7
2259,1862,3798555.1
1583,1309,3786399.8
9616,7774,3781365.8
10046,8132,3775132.7
946,790,3769490.5
4532,3756,3767152.6
2157,1780,3758379.3
1286,1071,3758208.8
2433,2003,3757352.3
12695,10320,3752935.1
8013,6636,3751130.5
4479,3714,3747378.4
2121,1749,3747267.9
3225,2670,3740009.4
8463,7011,3736994.2
4715,3909,3733984.8
2691,2222,3733156.8
24,18,3728698.3
1295,1079,3724848.5
6698,5546,3723712.1
3942,3258,3716723.0
5107,4237,3698294.3
5108,4237,3698294.3
5617,4659,3689292.4
2392,1967,3681216.5
1851,1527,3678761.3
2186,1805,3677224.2
1700,1404,3675545.5
1701,1404,3675545.5
13576,11042,3673716.9
6610,5477,3673691.4
8432,6985,3669467.6
8433,6985,3669467.6
4547,3771,3666563.8
6944,5740,3662563.1
924,772,3661824.8
9833,7957,3660689.0
9834,7957,3660689.0
12079,9814,3657355.7
1668,1378,3655499.1
79,68,3645529.5
4080,3374,3642787.9
6349,5256,3642021.2
3813,3153,3640624.3
12050,9790,3639202.8
12051,9790,3639202.8
1866,1539,3634519.9
1311,1093,3633392.0
6753,5593,3629308.2
1989,1641,3621245.0
1990,1641,3621245.0
263,218,3620095.8
3583,2968,3608885.1
3584,2968,3608885.1
5701,4727,3606060.0
7576,6273,3593880.6
439,361,3590897.7
4915,4078,3580288.8
1353,1127,3579832.7
4727,3920,3579405.3
4728,3920,3579405.3
454,374,3577502.2
4684,3886,3574357.5
2457,2023,3567959.1
2458,2023,3567959.1
4559,3781,3564530.6
3883,3210,3561189.0
3185,2639,3554145.3
1214,1010,3551880.8
4026,3330,3548599.2
1864,1538,3545794.0
1865,1538,3545794.0
1327,1106,3544923.1
762,635,3544752.1
3716,3074,3537911.9
2303,1897,3522651.1
2304,1897,3522651.1
3267,2707,3522227.8
786,655,3520091.5
3458,2862,3519290.9
2742,2265,3517893.5
4257,3526,3511310.4
1978,1632,3506504.4
3084,2554,3500414.0
1236,1029,3496123.4
4673,3876,3492052.8
7594,6289,3478728.2
2038,1678,3475457.5
1513,1254,3472132.2
32,26,3471037.4
478,396,3468105.1
9717,7859,3459805.2
9718,7859,3459805.2
2673,2209,3454795.0
2674,2209,3454795.0
11866,9640,3450210.8
11867,9640,3450210.8
1628,1344,3443315.1
4721,3915,3441676.3
5243,4352,3440265.0
4071,3367,3438756.8
4072,3367,3438756.8
3632,3007,3438256.5
11208,9104,3437890.4
537,446,3432039.3
3671,3038,3430808.2
3672,3038,3430808.2
1449,1200,3429795.5
1685,1392,3428830.9
11034,8957,3428482.6
3711,3069,3425286.7
1799,1485,3420680.7
2355,1939,3411757.1
10543,8547,3408358.7
9675,7824,3405684.4
3308,2741,3403028.5
3309,2741,3403028.5
754,627,3389107.2
4729,3921,3384384.0
10960,8896,3384064.1
4745,3935,3383807.2
2429,1999,3382164.4
2195,1811,3371901.1
1025,851,3371285.7
1226,1022,3370389.8
1227,1022,3370389.8
389,319,3366551.2
5402,4478,3361439.8
6272,5194,3354114.5
9844,7965,3352292.1
9845,7965,3352292.1
2623,2167,3352120.3
2387,1962,3351074.0
3640,3014,3342949.9
3641,3014,3342949.9
1380,1147,3338212.7
640,532,3332288.0
5253,4361,3330548.5
5254,4361,3330548.5
2156,1779,3330429.9
8366,6930,3324594.2
1202,998,3323358.7
886,738,3315772.8
3530,2922,3315386.3
2428,1998,3314457.3
476,395,3310234.9
477,395,3310234.9
13480,10963,3309420.3
1613,1332,3307120.6
7959,6592,3306479.7
668,555,3306288.2
3601,2982,3303860.4
3602,2982,3303860.4
3395,2811,3300884.3
835,697,3299862.6
836,697,3299862.6
13931,11333,3295795.5
613,510,3293483.9
11126,9034,3290859.6
1812,1495,3290693.6
1813,1495,3290693.6
1788,1475,3289272.8
85,72,3287344.5
86,72,3287344.5
13412,10911,3287343.7
3987,3296,3285667.8
1349,1124,3283487.5
13447,10940,3281827.4
13448,10940,3281827.4
239,197,3280579.2
1874,1545,3278715.0
4733,3925,3273798.9
1996,1646,3273195.4
5241,4350,3270163.2
5134,4260,3269041.8
7299,6040,3268769.1
9273,7485,3266687.2
9274,7485,3266687.2
1275,1062,3265745.0
2978,2467,3265276.5
13261,10789,3263166.7
13262,10789,3263166.7
3714,3072,3252589.1
2513,2072,3251555.2
4076,3370,3250831.3
4270,3538,3248434.6
4271,3538,3248434.6
334,277,3246659.2
10200,8261,3241919.1
10201,8261,3241919.1
4555,3778,3241459.9
2044,1684,3238239.0
4731,3923,3237338.9
41,33,3231984.8
4440,3683,3228665.1
4441,3683,3228665.1
4094,3386,3226816.3
3612,2991,3224763.7
3613,2991,3224763.7
621,517,3222879.6
8217,6806,3221103.0
6936,5735,3217251.9
2700,2228,3214869.2
2569,2124,3210763.7
2570,2124,3210763.7
219,180,3209816.5
7672,6353,3206844.3
3167,2625,3202519.4
29,23,3195860.0
4098,3389,3194663.2
296,245,3190180.9
7678,6358,3187404.4
5093,4225,3183608.0
4233,3505,3182600.7
751,625,3182164.3
3607,2987,3176167.0
2501,2062,3174046.1
597,497,3173773.7
11497,9337,3172463.5
11596,9422,3171046.7
151,126,3166473.4
2913,2411,3164103.9
2228,1837,3162946.0
11149,9052,3159773.1
9173,7401,3157613.4
9174,7401,3157613.4
1883,1552,3153102.4
2,2,3151479.3
3,2,3151479.3
9663,7815,3141566.8
9664,7815,3141566.8
2391,1966,3138221.1
10287,8330,3137644.5
10288,8330,3137644.5
12756,10365,3136559.9
4337,3594,3135944.9
4567,3787,3135415.5
10528,8533,3134030.3
3911,3233,3132854.3
2809,2322,3132777.2
3465,2867,3129966.3
8615,7136,3127560.6
4531,3755,3126920.2
4886,4055,3123960.0
5236,4346,3123703.1
3326,2754,3122189.8
3970,3279,3119101.2
3655,3026,3114599.7
3890,3216,3114328.2
1876,1547,3113677.5
3907,3230,3112670.2
143,119,3110253.4
526,437,3108492.9
527,437,3108492.9
512,426,3107443.3
2805,2318,3103922.2
489,404,3102913.8
1296,1080,3101951.1
5126,4253,3101834.7
6042,5001,3100306.0
3507,2902,3100230.6
3187,2641,3098100.1
5539,4596,3097350.8
6034,4995,3096660.1
1216,1012,3092181.0
1453,1204,3091241.7
1174,974,3086569.6
2782,2298,3084163.7
208,172,3083077.8
209,172,3083077.8
3432,2840,3082649.1
1195,991,3078121.2
1208,1004,3070249.2
3023,2504,3069596.5
4235,3507,3069164.1
10566,8566,3063510.4
423,346,3061569.6
3978,3287,3061566.1
4789,3970,3059661.4
4832,4009,3058733.7
1629,1345,3057264.2
1630,1345,3057264.2
7863,6511,3052239.2
1223,1019,3049962.2
2650,2189,3049298.5
2651,2189,3049298.5
1335,1114,3047225.5
1336,1114,3047225.5
12144,9869,3044394.3
12145,9869,3044394.3
4279,3545,3043717.4
1378,1146,3040729.6
1379,1146,3040729.6
2212,1824,3034006.9
7390,6118,3032913.2
4749,3938,3024137.1
3550,2940,3023569.3
859,717,3020900.4
860,717,3020900.4
2647,2187,3016412.4
2648,2187,3016412.4
4627,3839,3015840.7
4628,3839,3015840.7
2351,1935,3011953.7
9606,7765,3006992.0
8342,6910,3003694.6
2495,2056,2991306.1
1772,1461,2987416.6
2638,2179,2986155.8
4016,3323,2984355.7
4017,3323,2984355.7
1826,1507,2981281.8
1827,1507,2981281.8
5760,4774,2980939.8
5761,4774,2980939.8
4157,3437,2971875.4
9202,7424,2961775.2
4304,3567,2961110.5
1066,885,2959750.8
31,25,2958545.1
3745,3096,2950976.2
13968,11359,2948081.4
2535,2092,2944839.8
1146,950,2939306.4
12344,10036,2937328.6
3115,2581,2935312.5
2525,2082,2933583.8
8359,6924,2932792.6
2018,1664,2931952.6
7422,6148,2927453.6
7423,6148,2927453.6
4353,3609,2926883.3
4354,3609,2926883.3
2395,1970,2924521.2
2423,1994,2921900.6
1370,1139,2920942.8
3116,2582,2918866.5
274,228,2917856.9
2578,2132,2916988.3
1008,837,2915866.6
731,610,2914210.5
732,610,2914210.5
10043,8129,2912953.2
4698,3896,2906599.8
4405,3654,2902632.5
12464,10131,2894047.5
2489,2051,2893258.8
215,176,2890719.2
9760,7894,2889584.6
3271,2711,2883303.2
3085,2555,2881512.0
3086,2555,2881512.0
13886,11295,2880850.7
9872,7990,2878739.3
2368,1948,2877900.5
2369,1948,2877900.5
5203,4320,2877718.4
5175,4296,2876934.1
4211,3484,2874634.5
3952,3265,2874395.5
2192,1809,2870499.8
2193,1809,2870499.8
850,709,2868876.0
6363,5267,2867844.9
2596,2146,2865713.3
3977,3286,2863553.0
4118,3407,2863010.5
4241,3513,2862409.8
4242,3513,2862409.8
2724,2250,2861923.8
7632,6321,2860349.3
598,498,2852262.4
599,498,2852262.4
1662,1374,2851976.2
3099,2568,2849622.2
1020,846,2848798.6
3894,3220,2848425.9
3895,3220,2848425.9
1709,1410,2845678.0
1280,1067,2845618.7
1281,1067,2845618.7
1775,1464,2845263.7
2921,2418,2842683.0
496,411,2842599.4
51,43,2841686.7
4511,3738,2840881.2
107,90,2839833.8
1220,1016,2830862.5
331,274,2827165.8
3157,2616,2826146.8
7043,5817,2824693.6
1569,1297,2823583.4
1570,1297,2823583.4
5858,4851,2820972.8
5859,4851,2820972.8
12750,10361,2820120.0
3135,2599,2817664.4
228,188,2817165.5
4078,3372,2817027.1
4641,3850,2816986.6
4642,3850,2816986.6
3080,2551,2816496.6
3081,2551,2816496.6
938,784,2815485.1
11701,9504,2813106.9
822,685,2812755.0
3387,2803,2809480.0
9505,7674,2806112.2
383,314,2804883.3
384,314,2804883.3
2269,1871,2802327.5
3253,2695,2799697.2
5138,4264,2798684.2
12991,10562,2798222.5
6001,4969,2797848.4
10350,8377,2796736.5
10351,8377,2796736.5
652,541,2794709.7
2440,2009,2794212.5
44,36,2793004.2
9880,7997,2791817.4
4119,3408,2791075.9
4120,3408,2791075.9
568,472,2790997.8
1114,925,2789268.9
508,422,2788856.3
11545,9377,2787620.5
7286,6030,2784644.7
861,718,2782376.0
414,339,2782006.6
415,339,2782006.6
1458,1207,2781940.0
2354,1938,2781682.7
3789,3133,2780145.1
13102,10656,2778815.3
2584,2137,2778360.8
6922,5724,2774333.1
3733,3086,2772489.8
3974,3283,2769560.1
2529,2086,2766709.0
2235,1843,2764436.9
556,462,2758800.4
1555,1285,2757773.3
202,167,2755587.3
4601,3818,2753196.2
4602,3818,2753196.2
1404,1166,2752879.3
5517,4576,2752835.2
2870,2375,2751616.4
3615,2993,2751190.9
10355,8381,2750901.5
6619,5483,2749514.0
2729,2254,2748657.4
3251,2694,2746040.1
3252,2694,2746040.1
4259,3528,2740291.1
4461,3699,2739773.0
9569,7733,2737084.6
3030,2510,2735354.8
3134,2598,2734425.7
3264,2705,2734057.8
3499,2895,2728091.8
11683,9491,2727539.8
3900,3225,2722816.2
3901,3225,2722816.2
2363,1944,2717158.6
3958,3269,2715280.0
1639,1352,2714397.2
5333,4423,2712538.2
5873,4863,2711482.8
3345,2771,2710028.6
3346,2771,2710028.6
4526,3751,2710013.8
7800,6463,2705645.7
11195,9093,2705331.4
1180,979,2702553.7
4369,3622,2700488.5
5171,4293,2699565.9
83,71,2695794.5
84,71,2695794.5
5214,4330,2695524.7
5215,4330,2695524.7
3307,2740,2693556.6
536,445,2688846.0
2834,2345,2684995.8
2745,2267,2682420.1
5273,4375,2680152.2
1872,1544,2677842.9
1873,1544,2677842.9
4317,3579,2675800.1
11574,9403,2675014.6
844,704,2674889.2
845,704,2674889.2
1279,1066,2670734.9
2146,1770,2669886.5
4416,3663,2669681.7
4400,3649,2668176.7
2885,2390,2667610.6
2886,2390,2667610.6
781,651,2665800.7
10382,8405,2663870.0
11857,9633,2662498.4
3508,2903,2660764.8
3509,2903,2660764.8
575,478,2657396.7
576,478,2657396.7
2329,1919,2655956.9
2586,2139,2649375.1
2587,2139,2649375.1
1440,1194,2648963.1
11873,9645,2644555.7
408,334,2644339.6
2200,1815,2642219.8
2004,1653,2640523.2
4340,3597,2640294.7
5753,4768,2638558.3
1750,1442,2638174.7
7434,6157,2635578.8
4404,3653,2633589.2
4606,3822,2633354.9
3492,2889,2631823.1
2164,1786,2628673.7
2165,1786,2628673.7
1067,886,2625507.3
3821,3160,2624186.3
9820,7944,2623896.6
11319,9192,2623547.1
13998,11382,2623161.9
981,817,2622704.6
6829,5650,2621164.4
7765,6434,2615644.3
5145,4269,2611613.0
513,427,2609789.7
514,427,2609789.7
1691,1397,2607181.1
12325,10019,2606930.8
2297,1893,2605714.6
2298,1893,2605714.6
353,291,2604409.9
4352,3608,2604070.7
603,501,2600945.5
4923,4086,2598169.9
4656,3862,2597879.8
2229,1838,2595636.8
715,597,2593658.1
5684,4715,2592791.3
2952,2445,2592316.4
1705,1407,2589201.9
1706,1407,2589201.9
2142,1767,2588862.1
2143,1767,2588862.1
8105,6715,2585946.2
962,803,2584422.1
210,173,2581448.7
211,173,2581448.7
4453,3693,2580885.1
4454,3693,2580885.1
4167,3446,2579462.0
778,648,2578844.4
10282,8327,2572064.1
87,73,2564580.1
6844,5661,2562770.5
11359,9225,2562288.7
11360,9225,2562288.7
1690,1396,2559352.2
3476,2876,2559169.7
1138,944,2559008.5
1139,944,2559008.5
3737,3089,2556939.7
3791,3135,2555192.0
5232,4342,2553947.7
2225,1834,2553905.9
2739,2262,2552456.5
2013,1660,2551620.6
1680,1388,2547089.4
4116,3405,2543659.2
4387,3638,2542008.4
4299,3562,2537116.6
158,132,2535955.1
159,132,2535955.1
2040,1680,2535464.1
10075,8158,2533286.8
13090,10645,2531327.1
3056,2532,2530914.7
3057,2532,2530914.7
3537,2929,2528939.1
392,322,2528654.6
393,322,2528654.6
10517,8523,2527429.9
4100,3391,2527382.3
1228,1023,2524495.6
3270,2710,2522097.5
1890,1559,2520012.1
3082,2552,2519962.6
544,452,2519510.9
13915,11320,2518593.1
2136,1762,2516425.2
4788,3969,2514332.2
120,99,2513972.1
474,393,2513596.5
9997,8094,2511850.8
574,477,2506673.2
1038,861,2506370.8
1000,830,2505434.4
999,830,2505434.4
5081,4214,2504283.9
7348,6083,2500617.2
5132,4258,2499077.7
1536,1273,2488294.1
1841,1518,2487184.2
3063,2537,2483642.2
2268,1870,2479046.2
3482,2880,2478945.4
4215,3487,2477471.5
3588,2971,2477446.7
4034,3337,2476615.9
4035,3337,2476615.9
1443,1196,2476459.1
1444,1196,2476459.1
4504,3733,2476394.3
4505,3733,2476394.3
503,417,2470772.7
2594,2144,2470244.1
92,78,2469475.5
1011,839,2466102.0
1718,1417,2461480.2
3906,3229,2461455.6
644,535,2459090.0
6946,5742,2458866.5
4417,3664,2457856.4
9276,7487,2456821.4
2465,2030,2454821.9
4227,3499,2453392.4
11008,8934,2449921.2
2720,2246,2448279.9
1971,1626,2444819.7
2473,2037,2443572.3
2652,2190,2443134.5
4754,3942,2442734.6
3356,2779,2441489.6
3595,2977,2440971.8
9403,7594,2440577.1
6644,5505,2437857.8
826,689,2437754.2
11329,9201,2433822.6
1663,1375,2428507.9
4877,4047,2424421.4
2463,2028,2423687.1
3915,3237,2419925.3
1478,1225,2419347.7
686,572,2419038.6
687,572,2419038.6
1355,1129,2416824.9
300,248,2415048.7
4815,3994,2406746.6
4816,3994,2406746.6
190,158,2405393.8
191,158,2405393.8
456,376,2401238.8
5727,4746,2399345.8
12810,10411,2396349.2
4786,3967,2395968.3
11516,9353,2393987.4
11517,9353,2393987.4
10475,8489,2392613.6
10476,8489,2392613.6
3105,2574,2392122.4
3538,2930,2387999.3
6115,5066,2387805.4
3790,3134,2384250.7
3904,3228,2378752.5
3905,3228,2378752.5
4336,3593,2377621.6
4003,3311,2377140.4
9346,7546,2375762.3
100,84,2374913.6
3236,2681,2371411.5
9798,7926,2369851.4
1221,1017,2367766.5
588,489,2367275.5
326,270,2366861.2
327,270,2366861.2
2565,2121,2364237.8
3967,3277,2363220.9
3968,3277,2363220.9
10389,8411,2361485.0
12599,10243,2360449.6
1913,1580,2358454.6
3184,2638,2355663.1
1981,1635,2350971.0
2126,1754,2347329.1
2606,2153,2347123.1
13285,10807,2346888.0
6499,5385,2346763.1
4177,3455,2344785.9
1779,1467,2342303.6
3231,2676,2342295.9
12754,10364,2341732.6
12755,10364,2341732.6
2414,1987,2339931.4
2415,1987,2339931.4
9316,7523,2339378.1
12943,10520,2334939.5
2214,1826,2332672.3
3830,3167,2331285.9
444,365,2330729.9
4365,3618,2330260.0
20,15,2329572.9
4189,3466,2326266.4
4791,3972,2325571.4
7325,6062,2324580.9
3670,3037,2323553.6
4290,3555,2322969.9
1524,1263,2320710.3
4783,3965,2320679.6
900,750,2311748.1
2746,2268,2311198.0
2966,2456,2308608.7
12890,10478,2308494.1
3767,3115,2306532.6
3768,3115,2306532.6
3124,2588,2305092.9
2814,2327,2305033.4
1082,899,2303831.9
4449,3689,2303671.7
4377,3629,2303440.2
3075,2547,2303020.4
2999,2484,2301899.2
3120,2585,2301639.2
630,524,2297858.2
2778,2295,2295253.7
3257,2699,2293691.6
1537,1274,2292012.5
3102,2571,2290457.4
399,327,2288990.4
13608,11069,2286264.8
2813,2326,2285547.7
112,95,2284009.9
113,95,2284009.9
4009,3316,2283413.9
13380,10884,2281914.4
4636,3845,2277162.6
1945,1604,2273893.6
11685,9493,2273360.0
2935,2429,2270255.0
3019,2501,2267321.1
2279,1878,2256653.6
3381,2798,2256162.8
3181,2635,2255155.4
854,712,2250716.1
4576,3796,2249824.6
4231,3503,2249262.6
7980,6609,2248893.1
12616,10257,2248023.8
4690,3891,2247891.5
4691,3891,2247891.5
1607,1328,2245658.5
12859,10451,2244846.5
6183,5125,2242998.1
6469,5358,2242945.9
13260,10788,2241619.8
4132,3418,2240813.5
4133,3418,2240813.5
5159,4283,2238592.4
7567,6265,2235757.0
1089,904,2233567.0
497,412,2232405.7
498,412,2232405.7
2093,1726,2231006.5
2094,1726,2231006.5
1675,1384,2229142.6
4803,3983,2228220.2
6301,5215,2226418.5
3026,2506,2225635.4
1993,1644,2224111.9
1994,1644,2224111.9
9433,7618,2219564.3
4589,3808,2219115.1
782,652,2218702.5
4620,3834,2216813.5
4621,3834,2216813.5
4345,3602,2215198.6
4797,3978,2211296.2
2488,2050,2209448.7
1867,1540,2209439.5
5322,4415,2209081.1
1860,1534,2208369.0
5376,4456,2207213.3
11755,9549,2205474.3
5281,4383,2202662.1
11491,9333,2201141.9
3043,2521,2200617.6
12376,10063,2197366.6
3177,2632,2196122.0
1485,1231,2193012.3
1486,1231,2193012.3
2141,1766,2192293.7
655,544,2191771.9
2841,2350,2190575.6
169,141,2190432.8
170,141,2190432.8
1589,1314,2190046.4
4225,3497,2189455.1
1347,1123,2189221.0
1348,1123,2189221.0
1182,981,2187781.2
13803,11231,2185883.5
6039,4999,2181055.9
6040,4999,2181055.9
422,345,2177047.7
1421,1180,2176227.0
1522,1261,2175959.0
1707,1408,2175213.5
1557,1287,2175200.1
7241,5991,2173107.7
4919,4082,2173043.5
2759,2279,2172713.9
4364,3617,2172244.0
1215,1011,2172101.1
2358,1941,2171199.5
2359,1941,2171199.5
2422,1993,2170199.8
2933,2428,2168346.1
2934,2428,2168346.1
13912,11317,2168077.9
743,619,2167148.4
4821,3999,2165080.4
4822,3999,2165080.4
2257,1861,2164170.4
2258,1861,2164170.4
12986,10558,2163590.4
1898,1566,2161525.4
4622,3835,2160912.5
1511,1252,2160295.2
3644,3017,2157961.2
13190,10728,2155128.3
8130,6738,2153863.5
1768,1458,2153509.0
4325,3584,2148623.3
8074,6686,2145329.5
1178,977,2145155.7
1064,883,2143651.0
2981,2470,2140982.9
351,289,2140920.0
4529,3754,2136510.0
4530,3754,2136510.0
7234,5984,2136210.5
411,337,2135448.5
412,337,2135448.5
