LoanYear,LoanMonth,Duration,StatusID,LoanCount,MaxAmount,MinAmount,TotalAmount,AverageAmount
1995,3,24,B,1,168984.0,168984.0,168984.0,168984.0
1995,3,48,C,1,185952.0,185952.0,185952.0,185952.0
1995,3,48,D,1,99696.0,99696.0,99696.0,99696.0
1995,3,60,C,1,331560.0,331560.0,331560.0,331560.0
1995,3,60,D,1,103680.0,103680.0,103680.0,103680.0
1995,4,12,A,1,18564.0,18564.0,18564.0,18564.0
1995,4,12,B,1,68400.0,68400.0,68400.0,68400.0
1995,4,24,A,3,126600.0,47304.0,278616.0,92872.0
1995,4,36,A,2,248148.0,156672.0,404820.0,202410.0
1995,4,48,C,1,158976.0,158976.0,158976.0,158976.0
1995,4,60,C,1,225420.0,225420.0,225420.0,225420.0
1995,5,12,A,1,36396.0,36396.0,36396.0,36396.0
1995,5,24,B,1,187224.0,187224.0,187224.0,187224.0
1995,5,36,A,1,71064.0,71064.0,71064.0,71064.0
1995,5,48,C,1,87216.0,87216.0,87216.0,87216.0
1995,5,60,C,2,189060.0,158760.0,347820.0,173910.0
1995,6,24,A,3,198240.0,29784.0,367560.0,122520.0
1995,6,36,A,1,265320.0,265320.0,265320.0,265320.0
1995,6,60,C,2,417060.0,63360.0,480420.0,240210.0
1995,7,24,A,1,98592.0,98592.0,98592.0,98592.0
1995,7,48,C,1,465072.0,465072.0,465072.0,465072.0
1995,7,60,C,2,285600.0,60000.0,345600.0,172800.0
1995,8,12,A,2,21396.0,20220.0,41616.0,20808.0
1995,8,24,A,3,107640.0,44088.0,197064.0,65688.0
1995,8,48,C,1,33984.0,33984.0,33984.0,33984.0
1995,9,12,A,1,36168.0,36168.0,36168.0,36168.0
1995,9,48,C,2,309552.0,188688.0,498240.0,249120.0
1995,9,60,C,1,85860.0,85860.0,85860.0,85860.0
1995,10,12,A,1,37908.0,37908.0,37908.0,37908.0
1995,10,36,A,4,260028.0,21852.0,587412.0,146853.0
1995,10,60,C,3,419880.0,266220.0,1000620.0,333540.0
1995,11,12,A,1,41952.0,41952.0,41952.0,41952.0
1995,11,24,A,2,99336.0,31176.0,130512.0,65256.0
1995,11,24,B,1,137904.0,137904.0,137904.0,137904.0
1995,11,36,A,1,113796.0,113796.0,113796.0,113796.0
1995,11,36,B,1,60156.0,60156.0,60156.0,60156.0
1995,11,48,C,2,244368.0,73056.0,317424.0,158712.0
1995,11,60,C,1,182040.0,182040.0,182040.0,182040.0
1995,12,12,A,1,27984.0,27984.0,27984.0,27984.0
1995,12,24,A,2,104712.0,92976.0,197688.0,98844.0
1995,12,36,A,1,217152.0,217152.0,217152.0,217152.0
1995,12,48,C,3,309600.0,194880.0,737040.0,245680.0
1995,12,60,C,3,204000.0,125340.0,521220.0,173740.0
1996,1,24,A,2,189696.0,89880.0,279576.0,139788.0
1996,1,48,C,3,135360.0,20352.0,254544.0,84848.0
1996,1,60,C,1,165120.0,165120.0,165120.0,165120.0
1996,2,12,A,1,63252.0,63252.0,63252.0,63252.0
1996,2,24,B,2,72408.0,61656.0,134064.0,67032.0
1996,2,36,C,1,113544.0,113544.0,113544.0,113544.0
1996,2,36,D,1,128988.0,128988.0,128988.0,128988.0
1996,2,48,C,1,123216.0,123216.0,123216.0,123216.0
1996,2,60,C,2,380160.0,56100.0,436260.0,218130.0
1996,2,60,D,1,290700.0,290700.0,290700.0,290700.0
1996,3,36,C,2,213300.0,202788.0,416088.0,208044.0
1996,3,48,C,2,247728.0,154656.0,402384.0,201192.0
1996,3,48,D,1,100224.0,100224.0,100224.0,100224.0
1996,4,12,A,1,44628.0,44628.0,44628.0,44628.0
1996,4,12,B,2,30276.0,30276.0,60552.0,30276.0
1996,4,36,D,1,277884.0,277884.0,277884.0,277884.0
1996,4,48,C,2,249312.0,200976.0,450288.0,225144.0
1996,4,48,D,2,320976.0,215616.0,536592.0,268296.0
1996,4,60,C,1,49440.0,49440.0,49440.0,49440.0
1996,5,24,A,1,165960.0,165960.0,165960.0,165960.0
1996,5,24,B,1,66480.0,66480.0,66480.0,66480.0
1996,5,36,C,2,173016.0,161496.0,334512.0,167256.0
1996,5,48,C,1,320592.0,320592.0,320592.0,320592.0
1996,5,60,C,3,284280.0,123600.0,628500.0,209500.0
1996,6,24,A,1,46320.0,46320.0,46320.0,46320.0
1996,6,36,C,1,176148.0,176148.0,176148.0,176148.0
1996,6,48,C,2,360000.0,186384.0,546384.0,273192.0
1996,6,60,C,2,368880.0,30060.0,398940.0,199470.0
1996,7,12,A,1,11400.0,11400.0,11400.0,11400.0
1996,7,24,A,2,187104.0,155880.0,342984.0,171492.0
1996,7,36,C,6,162468.0,19044.0,526140.0,87690.0
1996,7,48,C,3,444864.0,32640.0,611472.0,203824.0
1996,8,12,A,2,54024.0,44376.0,98400.0,49200.0
1996,8,24,A,3,155640.0,91152.0,388440.0,129480.0
1996,8,36,C,1,258444.0,258444.0,258444.0,258444.0
1996,8,36,D,1,253512.0,253512.0,253512.0,253512.0
1996,8,48,C,2,270384.0,85632.0,356016.0,178008.0
1996,8,48,D,1,388512.0,388512.0,388512.0,388512.0
1996,8,60,C,4,402000.0,89340.0,729600.0,182400.0
1996,9,12,A,1,96168.0,96168.0,96168.0,96168.0
1996,9,12,B,1,29448.0,29448.0,29448.0,29448.0
1996,9,24,A,2,84120.0,15192.0,99312.0,49656.0
1996,9,36,C,6,194940.0,48744.0,512496.0,85416.0
1996,9,36,D,1,139464.0,139464.0,139464.0,139464.0
1996,9,48,C,1,174048.0,174048.0,174048.0,174048.0
1996,9,60,C,1,181020.0,181020.0,181020.0,181020.0
1996,10,12,A,3,101520.0,86184.0,273888.0,91296.0
1996,10,24,A,1,93600.0,93600.0,93600.0,93600.0
1996,10,36,C,3,192744.0,22968.0,292896.0,97632.0
1996,10,48,C,2,70656.0,64656.0,135312.0,67656.0
1996,10,60,C,4,396120.0,262980.0,1423680.0,355920.0
1996,11,12,A,3,88440.0,61560.0,222120.0,74040.0
1996,11,24,A,3,110136.0,68544.0,288792.0,96264.0
1996,11,36,C,1,228276.0,228276.0,228276.0,228276.0
1996,11,48,C,4,421008.0,46176.0,829152.0,207288.0
1996,11,60,C,3,359760.0,276300.0,957240.0,319080.0
1996,12,24,A,2,129408.0,123408.0,252816.0,126408.0
1996,12,36,C,1,115812.0,115812.0,115812.0,115812.0
1996,12,48,C,3,155616.0,45024.0,356256.0,118752.0
1996,12,60,C,1,417600.0,417600.0,417600.0,417600.0
1996,12,60,D,1,222180.0,222180.0,222180.0,222180.0
1997,1,12,A,2,38520.0,23184.0,61704.0,30852.0
1997,1,36,C,1,67320.0,67320.0,67320.0,67320.0
1997,1,36,D,1,260640.0,260640.0,260640.0,260640.0
1997,1,48,C,2,390096.0,232560.0,622656.0,311328.0
1997,1,60,C,4,221880.0,68340.0,570480.0,142620.0
1997,2,12,A,2,116832.0,53076.0,169908.0,84954.0
1997,2,24,C,3,146064.0,44304.0,262872.0,87624.0
1997,2,24,D,1,71976.0,71976.0,71976.0,71976.0
1997,2,48,C,3,475680.0,35904.0,570720.0,190240.0
1997,2,48,D,1,247920.0,247920.0,247920.0,247920.0
1997,2,60,C,4,415800.0,73260.0,924000.0,231000.0
1997,3,12,A,7,91632.0,17184.0,477960.0,68280.0
1997,3,24,C,2,97176.0,94488.0,191664.0,95832.0
1997,3,24,D,1,66696.0,66696.0,66696.0,66696.0
1997,3,36,C,2,90180.0,22932.0,113112.0,56556.0
1997,3,36,D,1,84600.0,84600.0,84600.0,84600.0
1997,3,48,C,5,162624.0,83280.0,538032.0,107606.4
1997,3,60,C,2,341280.0,150180.0,491460.0,245730.0
1997,4,12,A,3,98304.0,27456.0,199800.0,66600.0
1997,4,24,C,1,99936.0,99936.0,99936.0,99936.0
1997,4,24,D,1,196800.0,196800.0,196800.0,196800.0
1997,4,36,C,2,148140.0,124344.0,272484.0,136242.0
1997,4,48,C,1,164256.0,164256.0,164256.0,164256.0
1997,4,60,C,3,399120.0,18720.0,520080.0,173360.0
1997,4,60,D,1,293880.0,293880.0,293880.0,293880.0
1997,5,12,A,2,39576.0,39024.0,78600.0,39300.0
1997,5,24,C,4,106944.0,50112.0,300888.0,75222.0
1997,5,36,C,3,220428.0,164196.0,549792.0,183264.0
1997,5,48,C,3,335280.0,53232.0,548256.0,182752.0
1997,5,60,C,3,268320.0,100260.0,607740.0,202580.0
1997,5,60,D,1,307200.0,307200.0,307200.0,307200.0
1997,6,12,A,4,86880.0,33348.0,197700.0,49425.0
1997,6,24,C,2,188616.0,87360.0,275976.0,137988.0
1997,6,24,D,1,59448.0,59448.0,59448.0,59448.0
1997,6,36,C,2,233424.0,150912.0,384336.0,192168.0
1997,6,48,C,7,466608.0,88272.0,1841472.0,263067.43
1997,6,60,C,4,309660.0,31620.0,839820.0,209955.0
1997,6,60,D,1,272220.0,272220.0,272220.0,272220.0
1997,7,12,A,3,77808.0,18324.0,129276.0,43092.0
1997,7,24,C,1,67608.0,67608.0,67608.0,67608.0
1997,7,36,C,1,74772.0,74772.0,74772.0,74772.0
1997,7,48,C,4,294384.0,41856.0,737712.0,184428.0
1997,7,48,D,2,357840.0,333648.0,691488.0,345744.0
1997,7,60,C,1,369000.0,369000.0,369000.0,369000.0
1997,8,12,A,5,102876.0,68124.0,437736.0,87547.2
1997,8,12,B,2,57360.0,51360.0,108720.0,54360.0
1997,8,24,C,2,78600.0,48312.0,126912.0,63456.0
1997,8,24,D,1,100800.0,100800.0,100800.0,100800.0
1997,8,36,C,2,83628.0,83628.0,167256.0,83628.0
1997,8,48,C,4,289920.0,57120.0,703392.0,175848.0
1997,8,60,C,6,405780.0,97980.0,1410360.0,235060.0
1997,9,12,A,2,23520.0,14028.0,37548.0,18774.0
1997,9,12,B,1,94512.0,94512.0,94512.0,94512.0
1997,9,24,C,3,128544.0,8616.0,203592.0,67864.0
1997,9,36,C,5,214596.0,128268.0,841428.0,168285.6
1997,9,48,C,4,389136.0,127200.0,1099152.0,274788.0
1997,9,48,D,1,360864.0,360864.0,360864.0,360864.0
1997,9,60,C,1,204780.0,204780.0,204780.0,204780.0
1997,9,60,D,1,473280.0,473280.0,473280.0,473280.0
1997,10,12,A,2,89280.0,44940.0,134220.0,67110.0
1997,10,24,C,4,197808.0,44952.0,359520.0,89880.0
1997,10,36,C,4,153144.0,26208.0,365400.0,91350.0
1997,10,48,C,2,349392.0,79344.0,428736.0,214368.0
1997,10,60,C,2,590820.0,230400.0,821220.0,410610.0
1997,10,60,D,1,260400.0,260400.0,260400.0,260400.0
1997,11,12,A,2,53472.0,12540.0,66012.0,33006.0
1997,11,24,C,2,194256.0,59448.0,253704.0,126852.0
1997,11,24,D,1,129312.0,129312.0,129312.0,129312.0
1997,11,36,C,2,238716.0,168264.0,406980.0,203490.0
1997,11,36,D,1,63972.0,63972.0,63972.0,63972.0
1997,11,48,C,1,219456.0,219456.0,219456.0,219456.0
1997,11,60,C,1,203940.0,203940.0,203940.0,203940.0
1997,11,60,D,3,541200.0,385560.0,1387740.0,462580.0
1997,12,12,A,6,79824.0,19248.0,248232.0,41372.0
1997,12,24,C,5,155760.0,24792.0,484704.0,96940.8
1997,12,36,C,3,106128.0,49320.0,232992.0,77664.0
1997,12,36,D,1,265320.0,265320.0,265320.0,265320.0
1997,12,48,C,3,247920.0,130464.0,555888.0,185296.0
1997,12,48,D,1,465504.0,465504.0,465504.0,465504.0
1997,12,60,C,4,468060.0,24180.0,1133520.0,283380.0
1998,1,12,C,6,63576.0,22104.0,239796.0,39966.0
1998,1,24,C,5,136368.0,35856.0,428616.0,85723.2
1998,1,36,C,4,176328.0,37944.0,481248.0,120312.0
1998,1,48,C,3,267600.0,170448.0,656112.0,218704.0
1998,1,48,D,1,407952.0,407952.0,407952.0,407952.0
1998,1,60,C,4,566640.0,61320.0,1284120.0,321030.0
1998,2,12,C,1,93036.0,93036.0,93036.0,93036.0
1998,2,24,C,4,160656.0,122472.0,570864.0,142716.0
1998,2,36,C,1,156096.0,156096.0,156096.0,156096.0
1998,2,48,C,3,428784.0,194160.0,819168.0,273056.0
1998,2,60,C,5,374760.0,178500.0,1309980.0,261996.0
1998,3,12,C,3,49044.0,23328.0,113004.0,37668.0
1998,3,12,D,1,36204.0,36204.0,36204.0,36204.0
1998,3,24,C,1,133848.0,133848.0,133848.0,133848.0
1998,3,36,C,3,157068.0,22356.0,231660.0,77220.0
1998,3,48,C,2,240528.0,84288.0,324816.0,162408.0
1998,3,60,C,3,334620.0,194280.0,801120.0,267040.0
1998,4,12,C,2,104964.0,41256.0,146220.0,73110.0
1998,4,24,C,2,74352.0,49488.0,123840.0,61920.0
1998,4,36,C,3,188532.0,50976.0,333396.0,111132.0
1998,4,48,C,5,339168.0,110736.0,984672.0,196934.4
1998,4,60,C,3,321360.0,140880.0,653820.0,217940.0
1998,5,12,C,4,49872.0,5148.0,146196.0,36549.0
1998,5,24,C,5,174960.0,43200.0,625464.0,125092.8
1998,5,36,C,3,112752.0,10944.0,204840.0,68280.0
1998,5,48,C,2,140688.0,140688.0,281376.0,140688.0
1998,5,60,C,2,495180.0,22260.0,517440.0,258720.0
1998,6,12,C,1,30012.0,30012.0,30012.0,30012.0
1998,6,24,C,1,76104.0,76104.0,76104.0,76104.0
1998,6,36,C,4,269964.0,71820.0,705960.0,176490.0
1998,6,48,C,6,390000.0,69600.0,1312848.0,218808.0
1998,6,60,C,4,185640.0,152460.0,679140.0,169785.0
1998,7,12,C,4,109344.0,12792.0,269508.0,67377.0
1998,7,36,C,3,210744.0,96984.0,516060.0,172020.0
1998,7,48,C,1,331584.0,331584.0,331584.0,331584.0
1998,7,48,D,1,335184.0,335184.0,335184.0,335184.0
1998,7,60,C,7,290820.0,31140.0,1217940.0,173991.43
1998,8,24,C,1,172272.0,172272.0,172272.0,172272.0
1998,8,36,C,1,86184.0,86184.0,86184.0,86184.0
1998,8,48,C,2,249792.0,231168.0,480960.0,240480.0
1998,8,60,C,1,437460.0,437460.0,437460.0,437460.0
1998,9,12,C,2,42816.0,37812.0,80628.0,40314.0
1998,9,24,C,3,209040.0,39168.0,373680.0,124560.0
1998,9,36,C,3,113436.0,74916.0,276552.0,92184.0
1998,9,48,C,3,385584.0,170832.0,878352.0,292784.0
1998,9,60,C,3,253560.0,174840.0,681600.0,227200.0
1998,10,12,C,2,38496.0,17952.0,56448.0,28224.0
1998,10,24,C,3,82128.0,44640.0,171408.0,57136.0
1998,10,36,C,1,185544.0,185544.0,185544.0,185544.0
1998,10,48,C,1,189792.0,189792.0,189792.0,189792.0
1998,10,60,C,2,327660.0,165780.0,493440.0,246720.0
1998,10,60,D,1,318480.0,318480.0,318480.0,318480.0
1998,11,12,C,1,41988.0,41988.0,41988.0,41988.0
1998,11,24,C,1,99744.0,99744.0,99744.0,99744.0
1998,11,36,C,3,276084.0,69624.0,444924.0,148308.0
1998,11,48,C,2,91248.0,16032.0,107280.0,53640.0
1998,11,60,C,1,317460.0,317460.0,317460.0,317460.0
1998,12,12,C,1,52512.0,52512.0,52512.0,52512.0
1998,12,24,C,2,139488.0,55632.0,195120.0,97560.0
1998,12,36,C,3,230220.0,160920.0,554472.0,184824.0
1998,12,48,C,1,352704.0,352704.0,352704.0,352704.0
1998,12,60,C,1,240900.0,240900.0,240900.0,240900.0
