Year,Month,DistrictID,MinAmount,MaxAmount,TotalAmount,AvgAmount,NumTransactions
1993,2,27,11.5,49590.0,111098.5,12344.277777,9
1993,2,28,200.0,200.0,200.0,200.0,1
1993,2,3,220.0,29700.0,58077.0,19359.0,3
1993,2,30,400.0,6698.0,7698.0,2566.0,3
1993,2,31,700.0,800.0,1500.0,750.0,2
1993,2,32,7.2,20213.0,56500.4,6277.822222,9
1993,2,33,900.0,4758.0,5658.0,2829.0,2
1993,2,36,13.7,10600.0,22899.0,3816.5,6
1993,2,37,54.6,19935.0,34258.6,5709.766666,6
1993,2,38,68.6,23041.0,29948.6,5989.72,5
1993,2,39,1000.0,1000.0,1000.0,1000.0,1
1993,2,4,5544.0,5544.0,5544.0,5544.0,1
1993,2,40,5029.0,23736.0,28765.0,14382.5,2
1993,2,41,18.5,25609.0,67219.4,5170.723076,13
1993,2,43,900.0,900.0,900.0,900.0,1
1993,2,44,15.6,44749.0,130258.5,10854.875,12
1993,2,45,32.0,24009.0,25441.0,6360.25,4
1993,2,46,2.9,18972.0,30674.9,7668.725,4
1993,2,47,17.5,13400.0,16818.5,5606.166666,3
1993,2,48,12.9,13967.0,36218.9,5174.128571,7
1993,2,49,50.9,47831.0,58381.9,19460.633333,3
1993,2,50,48.1,27666.0,48586.1,6073.2625,8
1993,2,51,400.0,900.0,2800.0,700.0,4
1993,2,52,33.4,19746.0,23879.4,7959.8,3
1993,2,53,5224.0,5224.0,5224.0,5224.0,1
1993,2,54,18.7,62100.0,239176.5,11958.825,20
1993,2,55,29.6,17477.0,48393.2,6049.15,8
1993,2,57,600.0,1000.0,1600.0,800.0,2
1993,2,59,500.0,3375.0,3875.0,1937.5,2
1993,2,6,200.0,45647.0,92862.0,13266.0,7
1993,2,60,20.7,9658.0,24277.9,4046.316666,6
1993,2,61,2.9,15447.0,19249.9,4812.475,4
1993,2,62,24.7,5123.0,5147.7,2573.85,2
1993,2,63,7.2,22349.0,46946.7,7824.45,6
1993,2,64,139.2,44333.0,49030.2,7004.314285,7
1993,2,66,26.2,45925.0,91364.1,11420.5125,8
1993,2,67,53.1,14626.0,15579.1,5193.033333,3
1993,2,68,15.7,39285.0,110771.7,7384.78,15
1993,2,69,500.0,800.0,1300.0,650.0,2
1993,2,7,13.1,14622.0,20851.4,2978.771428,7
1993,2,70,5.4,33410.0,109882.3,6104.572222,18
1993,2,71,500.0,500.0,500.0,500.0,1
1993,2,72,3.0,12138.0,20741.0,4148.2,5
1993,2,73,22.3,15263.0,31035.4,5172.566666,6
1993,2,74,27.6,44162.0,162245.0,8112.25,20
1993,2,75,38.0,14963.0,22243.0,5560.75,4
1993,2,76,50.1,7500.0,7550.1,3775.05,2
1993,2,77,22.4,31348.0,38192.1,7638.42,5
1993,2,9,103.2,12644.0,18147.2,6049.066666,3
1993,3,1,9.4,48098.0,608811.5,6997.833333,87
1993,3,10,25.5,46824.0,115737.0,7715.8,15
1993,3,11,1100.0,1100.0,1100.0,1100.0,1
1993,3,12,133.8,42227.0,184438.9,14187.607692,13
1993,3,13,108.0,24381.0,49289.0,9857.8,5
1993,3,14,5.0,10700.0,23524.2,3360.6,7
1993,3,15,92.4,7618.0,11608.4,2902.1,4
1993,3,16,14.6,22452.0,84408.3,6492.946153,13
1993,3,17,61.1,10600.0,22684.1,4536.82,5
1993,3,19,29.0,30360.0,55843.7,6980.4625,8
1993,3,2,18.5,9100.0,15921.5,2653.583333,6
1993,3,20,47.4,19078.0,19625.4,6541.8,3
1993,3,21,11.0,24784.0,78364.2,5224.28,15
1993,3,23,110.1,20281.0,34172.1,6834.42,5
1993,3,24,39.4,20740.0,59527.4,6614.155555,9
1993,3,25,43.6,13110.0,30781.3,5130.216666,6
1993,3,26,3021.0,4356.0,7377.0,3688.5,2
1993,3,27,111.8,49590.0,145895.3,16210.588888,9
1993,3,28,22.8,22067.0,24089.8,8029.933333,3
1993,3,29,300.0,400.0,700.0,350.0,2
1993,3,3,30.0,30557.0,76970.1,15394.02,5
1993,3,30,1100.0,6698.0,19857.0,4964.25,4
1993,3,31,22.8,12500.0,26660.8,2962.311111,9
1993,3,32,92.0,20213.0,67435.0,7492.777777,9
1993,3,33,4758.0,5355.0,10113.0,5056.5,2
1993,3,34,35.4,34681.0,43667.4,7277.9,6
1993,3,36,22.6,6774.0,13441.0,2688.2,5
1993,3,37,98.7,19935.0,36964.6,5280.657142,7
1993,3,38,1.7,39703.0,147672.2,9229.5125,16
1993,3,39,6303.0,6303.0,6303.0,6303.0,1
1993,3,4,5544.0,5544.0,5544.0,5544.0,1
1993,3,40,140.2,23736.0,45205.2,7534.2,6
1993,3,41,21.7,25609.0,72740.7,5595.438461,13
1993,3,42,15.7,5740.0,6155.7,2051.9,3
1993,3,43,3.0,7429.0,21495.5,2388.388888,9
1993,3,44,10.8,51700.0,213537.7,12561.041176,17
1993,3,45,48.6,24009.0,53233.5,7604.785714,7
1993,3,46,14.4,36574.0,60495.3,6721.7,9
1993,3,47,17.5,3401.0,7618.5,1904.625,4
1993,3,48,22.6,13967.0,26992.1,3856.014285,7
1993,3,49,9.4,47831.0,110230.3,12247.811111,9
1993,3,5,200.0,200.0,200.0,200.0,1
1993,3,50,14.6,27666.0,79158.9,6596.575,12
1993,3,51,10.4,23638.0,54692.7,6836.5875,8
1993,3,52,117.6,19746.0,29863.6,7465.9,4
1993,3,53,59.5,19022.0,27005.5,4500.916666,6
1993,3,54,10.8,34483.0,197295.3,7307.233333,27
1993,3,55,29.6,17477.0,58026.0,6447.333333,9
1993,3,56,1100.0,1100.0,1100.0,1100.0,1
1993,3,57,20.6,25317.0,38337.6,9584.4,4
1993,3,59,21.8,24419.0,52881.0,5288.1,10
1993,3,6,17.3,49112.0,267743.9,9232.548275,29
1993,3,60,11.1,9658.0,32579.4,2961.763636,11
1993,3,61,65.5,15447.0,40806.0,6801.0,6
1993,3,62,24.7,5123.0,5447.7,1815.9,3
1993,3,63,105.0,22349.0,49743.9,8290.65,6
1993,3,64,154.9,44333.0,150644.4,12553.7,12
1993,3,65,300.0,1000.0,1300.0,650.0,2
1993,3,66,122.3,14900.0,29306.7,3256.3,9
1993,3,67,115.3,14626.0,14941.3,4980.433333,3
1993,3,68,23.0,44221.0,194705.2,8465.443478,23
1993,3,69,2.0,21431.0,53477.6,5347.76,10
1993,3,7,16.7,43493.0,138508.7,8656.79375,16
1993,3,70,20.3,43050.0,157675.5,6855.456521,23
1993,3,71,900.0,4718.0,5618.0,2809.0,2
1993,3,72,2.3,19653.0,72394.7,4258.511764,17
1993,3,73,91.2,15263.0,33561.3,5593.55,6
1993,3,74,37.3,36130.0,167439.9,6976.6625,24
1993,3,75,115.5,14963.0,26420.5,5284.1,5
1993,3,76,2.4,5922.0,11974.5,2394.9,5
1993,3,77,23.7,31348.0,55804.9,11160.98,5
1993,3,9,35.1,12644.0,35432.2,3543.22,10
1993,4,1,8.8,54100.0,1029281.8,8797.280341,117
1993,4,10,28.4,33600.0,134246.8,7896.870588,17
1993,4,11,34.2,11855.0,18489.2,3697.84,5
1993,4,12,14.6,60500.0,211806.4,13237.9,16
1993,4,13,11.8,24381.0,66757.3,9536.757142,7
1993,4,14,40.4,12900.0,25001.1,3571.585714,7
1993,4,15,24.7,9542.0,26094.9,3727.842857,7
1993,4,16,14.6,29841.0,134655.9,8977.06,15
1993,4,17,31.5,17278.0,37536.3,4692.0375,8
1993,4,18,13.6,8897.0,9310.6,3103.533333,3
1993,4,19,30.1,49303.0,137391.0,15265.666666,9
1993,4,2,45.0,35929.0,52134.8,6516.85,8
1993,4,20,130.0,19078.0,21708.0,5427.0,4
1993,4,21,14.6,47773.0,290911.1,13852.909523,21
1993,4,23,78.1,37346.0,103074.3,9370.390909,11
1993,4,24,85.2,47436.0,148982.1,11460.161538,13
1993,4,25,113.6,13110.0,34981.0,5830.166666,6
1993,4,26,500.0,4356.0,8877.0,2219.25,4
1993,4,27,147.5,49590.0,154857.6,17206.4,9
1993,4,28,114.3,22067.0,31181.3,7795.325,4
1993,4,29,3221.0,10400.0,13621.0,6810.5,2
1993,4,3,30.0,43854.0,101661.4,14523.057142,7
1993,4,30,11.4,9900.0,29168.4,4861.4,6
1993,4,31,8.3,37435.0,100843.4,6302.7125,16
1993,4,32,122.6,20213.0,74849.3,7484.93,10
1993,4,33,200.0,5355.0,10613.0,2653.25,4
1993,4,34,14.6,37500.0,122117.6,15264.7,8
1993,4,36,22.6,6774.0,14556.9,2911.38,5
1993,4,37,71.8,34409.0,79800.4,7980.04,10
1993,4,38,2.5,23041.0,87682.8,5480.175,16
1993,4,39,400.0,6303.0,6703.0,3351.5,2
1993,4,4,500.0,5544.0,6044.0,3022.0,2
1993,4,40,68.3,25920.0,76810.9,9601.3625,8
1993,4,41,21.7,25609.0,107722.1,6732.63125,16
1993,4,42,25.6,5740.0,5765.6,2882.8,2
1993,4,43,30.2,42472.0,78345.4,6528.783333,12
1993,4,44,15.6,44749.0,107808.3,7700.592857,14
1993,4,45,5.4,24009.0,66751.8,5134.753846,13
1993,4,46,14.6,54300.0,189632.2,12642.146666,15
1993,4,47,17.5,6500.0,15997.5,3199.5,5
1993,4,48,9.2,28163.0,84438.2,6031.3,14
1993,4,49,14.6,47831.0,120082.7,15010.3375,8
1993,4,5,11.0,4197.0,12835.4,1604.425,8
1993,4,50,46.3,27666.0,101645.7,7260.407142,14
1993,4,51,111.2,23638.0,77165.9,7716.59,10
1993,4,52,6.7,21971.0,57379.9,7172.4875,8
1993,4,53,26.6,23625.0,54708.6,6838.575,8
1993,4,54,14.6,34483.0,179690.8,7187.632,25
1993,4,55,29.6,17477.0,69207.7,6291.60909,11
1993,4,56,42.6,13672.0,25647.2,4274.533333,6
1993,4,57,66.5,25317.0,53986.8,6748.35,8
1993,4,58,4.3,7520.0,7724.3,2574.766666,3
1993,4,59,13.2,24419.0,100423.9,6694.926666,15
1993,4,6,28.3,21100.0,116385.9,5542.185714,21
1993,4,60,20.7,12880.0,69952.0,4996.571428,14
1993,4,61,121.2,15447.0,47401.2,6771.6,7
1993,4,62,6.3,8063.0,19917.0,3983.4,5
1993,4,63,61.9,22349.0,86177.3,9575.255555,9
1993,4,64,32.8,46099.0,258502.8,12309.657142,21
1993,4,65,35.2,23131.0,43342.8,6191.828571,7
1993,4,66,14.6,23156.0,56251.4,3750.093333,15
1993,4,67,172.7,14626.0,15998.7,3999.675,4
1993,4,68,14.6,44221.0,348492.4,10890.3875,32
1993,4,69,8.0,27035.0,89101.6,6853.96923,13
1993,4,7,12.1,43493.0,192221.0,12013.8125,16
1993,4,70,5.9,41016.0,280618.3,7584.278378,37
1993,4,71,11.6,12900.0,22548.6,4509.72,5
1993,4,72,10.3,19653.0,111933.8,5330.180952,21
1993,4,73,131.3,15263.0,38649.7,5521.385714,7
1993,4,74,13.4,48140.0,439653.7,11273.171794,39
1993,4,75,28.6,14963.0,41771.6,4177.16,10
1993,4,76,3.3,5922.0,6475.4,1618.85,4
1993,4,77,23.7,33882.0,108490.4,9040.866666,12
1993,4,9,28.7,12644.0,65771.6,5480.966666,12
1993,5,1,9.6,57700.0,1569684.5,9455.930722,166
1993,5,10,14.6,50900.0,288329.4,10678.866666,27
1993,5,11,30.8,49765.0,99805.2,9980.52,10
1993,5,12,14.6,26000.0,108670.6,7244.706666,15
1993,5,13,51.3,24381.0,92928.0,8448.0,11
1993,5,14,113.2,41658.0,59652.9,7456.6125,8
1993,5,15,81.9,9542.0,33061.5,4132.6875,8
1993,5,16,14.6,60000.0,436246.7,19829.395454,22
1993,5,17,20.5,24266.0,61223.0,6122.3,10
1993,5,18,123.1,25724.0,70107.1,17526.775,4
1993,5,19,5.6,58800.0,249472.6,11339.663636,22
1993,5,2,14.6,35929.0,65017.7,6501.77,10
1993,5,20,14.6,19078.0,64750.7,6475.07,10
1993,5,21,14.6,34624.0,212167.9,8840.329166,24
1993,5,23,141.7,37346.0,117379.8,9781.65,12
1993,5,24,14.6,52600.0,207192.6,11510.7,18
1993,5,25,136.6,13110.0,39657.2,6609.533333,6
1993,5,26,35.5,11580.0,39562.1,4945.2625,8
1993,5,27,179.0,58900.0,201001.5,18272.863636,11
1993,5,28,54.2,22067.0,72113.1,10301.871428,7
1993,5,29,3221.0,5000.0,8221.0,4110.5,2
1993,5,3,30.0,35581.0,145087.1,14508.71,10
1993,5,30,18.1,6698.0,32274.9,2934.081818,11
1993,5,31,14.6,37435.0,145005.6,7250.28,20
1993,5,32,48.7,20213.0,96217.4,7401.338461,13
1993,5,33,76.4,46096.0,93677.9,9367.79,10
1993,5,34,14.6,34200.0,88556.9,8855.69,10
1993,5,35,22.9,40319.0,85910.0,7810.0,11
1993,5,36,14.6,6774.0,19820.5,2202.277777,9
1993,5,37,14.6,34409.0,107081.8,9734.70909,11
1993,5,38,4.2,48493.0,340038.7,17001.935,20
1993,5,39,1000.0,6303.0,12510.0,2502.0,5
1993,5,4,26.5,10500.0,21985.3,3140.757142,7
1993,5,40,39.4,25920.0,122248.7,9403.746153,13
1993,5,41,14.6,25609.0,119167.0,6620.388888,18
1993,5,42,25.6,5740.0,6765.6,2255.2,3
1993,5,43,70.0,12000.0,51462.4,3675.885714,14
1993,5,44,14.6,59000.0,436719.4,13647.48125,32
1993,5,45,6.9,24009.0,110355.0,6897.1875,16
1993,5,46,14.6,37100.0,119487.7,7467.98125,16
1993,5,47,11.1,36356.0,115464.8,6077.094736,19
1993,5,48,14.6,49018.0,125253.4,7828.3375,16
1993,5,49,14.6,50600.0,208276.4,20827.64,10
1993,5,5,14.4,25142.0,36685.0,4076.111111,9
1993,5,50,14.6,27666.0,105967.8,7064.52,15
1993,5,51,148.3,23638.0,97011.7,9701.17,10
1993,5,52,28.3,21971.0,111886.8,8606.676923,13
1993,5,53,112.9,23625.0,71856.8,7984.088888,9
1993,5,54,14.6,34483.0,250338.3,7152.522857,35
1993,5,55,14.6,39004.0,159318.9,6638.2875,24
1993,5,56,79.9,13672.0,21942.0,3657.0,6
1993,5,57,100.0,45296.0,262296.6,18735.471428,14
1993,5,58,214.3,41847.0,75652.3,12608.716666,6
1993,5,59,17.1,24419.0,147082.1,7741.163157,19
1993,5,6,24.7,58900.0,421810.2,11400.275675,37
1993,5,60,13.9,56400.0,300982.6,13086.2,23
1993,5,61,134.4,15447.0,61937.6,8848.228571,7
1993,5,62,14.6,26316.0,58414.8,4867.9,12
1993,5,63,150.4,22349.0,97610.4,10845.6,9
1993,5,64,14.6,46099.0,301659.0,12066.36,25
1993,5,65,82.7,23131.0,35086.9,5012.414285,7
1993,5,66,14.6,23156.0,84201.6,4009.6,21
1993,5,67,29.7,17288.0,45342.7,5667.8375,8
1993,5,68,14.6,44221.0,329322.9,9147.858333,36
1993,5,69,18.5,22000.0,126922.1,7932.63125,16
1993,5,7,14.6,46249.0,320921.4,11461.478571,28
1993,5,70,3.1,43480.0,520553.1,8533.657377,61
1993,5,71,20.5,23132.0,54873.2,6859.15,8
1993,5,72,14.6,22695.0,142488.7,5480.334615,26
1993,5,73,153.4,15263.0,54559.3,6062.144444,9
1993,5,74,14.6,46889.0,413211.9,7796.450943,53
1993,5,75,24.4,20782.0,92502.8,5781.425,16
1993,5,76,3.3,5922.0,7675.4,1535.08,5
1993,5,77,5.8,31348.0,90753.1,5672.06875,16
1993,5,8,58.3,18660.0,19679.1,3935.82,5
1993,5,9,14.6,12644.0,60594.7,4661.130769,13
1993,6,1,3.0,72147.0,2226730.0,9985.336322,223
1993,6,10,13.3,76500.0,325716.2,10857.206666,30
1993,6,11,62.3,74648.0,260953.9,18639.564285,14
1993,6,12,14.6,26448.0,132200.9,5747.865217,23
1993,6,13,14.6,36572.0,162082.0,10805.466666,15
1993,6,14,14.6,33084.0,121020.3,5500.922727,22
1993,6,15,14.6,17920.0,68548.2,4032.247058,17
1993,6,16,14.6,41935.0,255553.5,9464.944444,27
1993,6,17,14.6,36399.0,135757.6,9050.506666,15
1993,6,18,30.0,39098.0,73135.9,14627.18,5
1993,6,19,14.6,33540.0,211385.9,7829.107407,27
1993,6,2,14.6,53894.0,100262.3,10026.23,10
1993,6,20,45.2,28617.0,105681.4,8129.338461,13
1993,6,21,14.6,59100.0,405371.9,12283.996969,33
1993,6,22,700.0,1000.0,1700.0,850.0,2
1993,6,23,11.6,56019.0,225042.9,12502.383333,18
1993,6,24,14.6,34002.0,200240.8,7151.457142,28
1993,6,25,14.6,19665.0,78759.1,6058.392307,13
1993,6,26,2.2,17370.0,48634.2,3473.871428,14
1993,6,27,14.6,74385.0,352179.2,13043.674074,27
1993,6,28,156.1,33100.5,90132.4,11266.55,8
1993,6,29,111.1,40170.0,84782.1,16956.42,5
1993,6,3,30.0,55500.0,123529.3,13725.477777,9
1993,6,30,14.6,33132.0,77993.0,4332.944444,18
1993,6,31,14.6,56152.0,261897.7,10072.988461,26
1993,6,32,14.6,30320.0,189248.2,6758.864285,28
1993,6,33,12.3,69144.0,261260.0,11875.454545,22
1993,6,34,14.6,42055.0,103320.8,8610.066666,12
1993,6,35,14.6,49700.0,273972.7,19569.478571,14
1993,6,36,14.6,10161.0,27100.6,2258.383333,12
1993,6,37,14.6,51614.0,185885.5,11617.84375,16
1993,6,38,4.2,53100.0,439159.3,14638.643333,30
1993,6,39,54.5,31009.5,60209.0,7526.125,8
1993,6,4,14.6,65614.0,115449.3,10495.390909,11
1993,6,40,14.6,38880.0,186899.7,9836.826315,19
1993,6,41,14.6,56400.0,260194.1,8673.136666,30
1993,6,42,25.6,9400.0,16491.6,3298.32,5
1993,6,43,2.5,54300.0,296536.5,12355.6875,24
1993,6,44,14.6,67124.0,379262.5,9980.592105,38
1993,6,45,14.6,43602.0,225581.1,9807.873913,23
1993,6,46,14.6,15900.0,67030.7,3723.927777,18
1993,6,47,14.6,24933.0,68264.6,4266.5375,16
1993,6,48,14.6,48269.0,324666.3,12024.677777,27
1993,6,49,10.0,71746.0,251467.0,13970.388888,18
1993,6,5,14.4,37713.0,68385.6,6838.56,10
1993,6,50,14.6,41499.0,216851.6,8031.54074,27
1993,6,51,12.7,35457.0,135673.7,9690.978571,14
1993,6,52,14.6,36559.5,216451.7,12025.094444,18
1993,6,53,14.6,35438.0,140272.0,8251.294117,17
1993,6,54,14.6,52200.0,659177.0,8789.026666,75
1993,6,55,14.6,33178.0,277137.4,7490.2,37
1993,6,56,51.3,20508.0,46386.0,5154.0,9
1993,6,57,100.0,37976.0,140990.4,11749.2,12
1993,6,58,14.6,52500.0,150956.7,16772.966666,9
1993,6,59,14.6,36628.0,226261.6,9427.566666,24
1993,6,6,28.3,36127.0,331317.5,9203.263888,36
1993,6,60,14.6,62168.0,275396.6,10592.176923,26
1993,6,61,14.6,23170.5,92906.7,8446.063636,11
1993,6,62,14.6,49980.0,191636.2,11977.2625,16
1993,6,63,14.6,33524.0,166080.3,11862.878571,14
1993,6,64,2.2,69148.0,573722.1,13660.05,42
1993,6,65,80.2,34696.0,88801.6,8880.16,10
1993,6,66,14.6,39500.0,310797.2,10025.716129,31
1993,6,67,14.6,28635.0,173742.8,8687.14,20
1993,6,68,14.6,66332.0,868341.5,14971.405172,58
1993,6,69,6.5,32146.5,113732.2,5985.905263,19
1993,6,7,14.6,65240.0,323087.7,10769.59,30
1993,6,70,14.6,61100.0,722949.6,8925.303703,81
1993,6,71,20.5,52400.0,188704.0,11794.0,16
1993,6,72,12.6,47133.0,224250.3,6407.151428,35
1993,6,73,14.6,22894.5,108085.5,7720.392857,14
1993,6,74,3.0,51800.0,875958.8,11376.088311,77
1993,6,75,14.6,31173.0,188102.4,8178.365217,23
1993,6,76,3.3,5922.0,12897.4,2579.48,5
1993,6,77,14.6,47022.0,134728.1,6124.004545,22
1993,6,8,119.2,33340.0,75034.0,7503.4,10
1993,6,9,14.6,23200.0,111842.5,5886.447368,19
1993,7,1,9.9,60600.0,2497053.5,8055.01129,310
1993,7,10,10.6,47973.0,370677.9,7886.763829,47
1993,7,11,69.6,49765.0,251536.8,14796.282352,17
1993,7,12,14.6,52200.0,324687.1,12487.965384,26
1993,7,13,14.6,24381.0,121268.7,8084.58,15
1993,7,14,14.6,29255.0,85856.3,3902.55909,22
1993,7,15,14.6,45130.0,210080.6,7502.878571,28
1993,7,16,14.6,38524.0,267807.8,7238.048648,37
1993,7,17,14.6,24266.0,115523.5,6417.972222,18
1993,7,18,30.0,14477.0,42141.2,6020.171428,7
1993,7,19,14.6,49388.0,293904.4,10496.585714,28
1993,7,2,14.6,39000.0,145001.9,8055.661111,18
1993,7,20,14.6,19600.0,137247.0,8073.352941,17
1993,7,21,14.6,49767.0,446555.5,9923.455555,45
1993,7,22,134.9,37580.0,55723.9,13930.975,4
1993,7,23,14.6,37346.0,259238.8,11783.581818,22
1993,7,24,14.6,22668.0,165794.9,4605.413888,36
1993,7,25,14.6,17600.0,90756.2,6050.413333,15
1993,7,26,14.6,11580.0,49979.1,2630.478947,19
1993,7,27,14.6,49590.0,247580.1,9169.633333,27
1993,7,28,14.6,43777.0,151150.9,10796.492857,14
1993,7,29,199.9,22700.0,45762.9,11440.725,4
1993,7,3,30.0,43267.0,194505.8,17682.345454,11
1993,7,30,14.6,42248.0,136994.4,5479.776,25
1993,7,31,10.3,37435.0,243962.9,7623.840625,32
1993,7,32,14.6,20213.0,120098.1,4448.077777,27
1993,7,33,14.6,46096.0,264504.3,9446.582142,28
1993,7,34,14.6,23347.0,51643.3,4303.608333,12
1993,7,35,10.4,14400.0,54239.7,4519.975,12
1993,7,36,14.6,24696.0,79804.0,3800.190476,21
1993,7,37,14.6,34900.0,125948.2,7408.717647,17
1993,7,38,4.2,43100.0,334414.5,8574.730769,39
1993,7,39,14.6,20673.0,88857.0,4676.68421,19
1993,7,4,14.6,43743.0,92921.1,7147.776923,13
1993,7,40,14.6,26700.0,132865.4,6992.915789,19
1993,7,41,9.8,25609.0,140421.4,4255.193939,33
1993,7,42,14.6,5800.0,13448.3,1921.185714,7
1993,7,43,14.6,37371.0,170090.1,6803.604,25
1993,7,44,14.6,54300.0,457637.8,10400.85909,44
1993,7,45,14.6,24009.0,181605.4,5675.16875,32
1993,7,46,14.6,38412.0,135245.6,6440.266666,21
1993,7,47,14.6,18942.0,53060.8,2792.673684,19
1993,7,48,14.6,21700.0,123451.8,4572.288888,27
1993,7,49,14.6,47831.0,102292.9,7306.635714,14
1993,7,5,14.4,25142.0,65475.1,5952.281818,11
1993,7,50,10.6,44285.0,237875.2,6099.364102,39
1993,7,51,14.6,24500.0,137138.2,4728.903448,29
1993,7,52,14.6,24373.0,222746.8,8567.184615,26
1993,7,53,14.6,25600.0,144794.1,7239.705,20
1993,7,54,14.6,49887.0,526740.5,6124.889534,86
1993,7,55,14.6,22119.0,205197.2,5261.466666,39
1993,7,56,102.9,14000.0,45982.1,5109.122222,9
1993,7,57,82.4,34202.0,111711.8,7979.414285,14
1993,7,58,14.6,32230.0,147912.2,12326.016666,12
1993,7,59,14.6,26400.0,200186.1,6457.616129,31
1993,7,6,14.6,42922.0,275047.9,6708.485365,41
1993,7,60,1.0,41445.0,398662.7,9491.969047,42
1993,7,61,14.6,16900.0,95639.4,5977.4625,16
1993,7,62,14.6,39200.0,123699.0,6872.166666,18
1993,7,63,14.6,22349.0,145656.0,6620.727272,22
1993,7,64,14.6,62000.0,705405.0,10687.954545,66
1993,7,65,126.1,26000.0,108458.5,9859.863636,11
1993,7,66,14.6,47721.0,313842.3,9230.655882,34
1993,7,67,14.6,40954.0,167601.2,8821.115789,19
1993,7,68,8.6,56300.0,691103.4,8748.144303,79
1993,7,69,14.6,34177.0,177768.6,6584.022222,27
1993,7,7,14.6,43493.0,437933.9,10426.997619,42
1993,7,70,12.7,38539.0,543901.7,5725.281052,95
1993,7,71,6.7,44267.0,228408.2,8459.562962,27
1993,7,72,14.6,61000.0,379744.2,7164.984905,53
1993,7,73,14.6,42720.0,169985.3,6799.412,25
1993,7,74,1.4,53100.0,700983.9,7703.11978,91
1993,7,75,14.6,34567.0,189450.4,7286.553846,26
