1098,10568.00,NULL,1224147.80
10987,6007.00,76104.00,267071.70
10988,6007.00,76104.00,267071.70
1099,2332.00,NULL,124560.50
10997,17216.00,566640.00,854050.90
10998,17216.00,566640.00,854050.90
11,9324.00,NULL,1712906.10
110,NULL,NULL,488768.10
1100,8984.00,NULL,963152.60
11004,11147.70,186300.00,3835512.90
11008,NULL,NULL,2449921.20
1101,2298.00,NULL,404123.70
1102,20740.00,309552.00,3941740.00
1103,5299.00,NULL,938230.60
11034,1209.40,NULL,3428482.60
1104,5299.00,NULL,938230.60
1105,4669.00,NULL,681601.90
11050,7713.00,45024.00,1422317.30
1106,4669.00,NULL,681601.90
11063,6330.20,227880.00,4389204.80
11064,6330.20,227880.00,4389204.80
1107,12115.00,NULL,894320.50
1108,4850.00,NULL,502752.20
11083,3798.10,NULL,1835505.10
1109,2437.00,NULL,287494.40
11093,8424.00,186384.00,4509795.10
1110,1776.00,NULL,339156.50
11105,2088.00,100224.00,1018331.20
1111,2805.00,NULL,613141.40
11114,7742.00,70656.00,1148856.80
1112,2087.00,NULL,376170.90
11121,6660.00,155616.00,1776459.10
11122,6660.00,155616.00,1776459.10
11123,7106.00,50112.00,761984.10
11126,17612.00,38148.00,3290859.60
1113,2212.00,NULL,264498.60
11130,14156.00,321936.00,853518.60
11131,14156.00,321936.00,853518.60
11136,NULL,NULL,4379955.40
1114,6463.00,NULL,2789268.90
11147,NULL,NULL,815114.90
11149,2999.30,71976.00,3159773.10
1115,1748.00,NULL,226157.40
1116,7405.00,NULL,513708.30
1117,4561.00,NULL,1273703.90
1118,4561.00,NULL,1273703.90
1119,5884.00,NULL,1307421.30
11195,7083.00,189300.00,2705331.40
112,NULL,NULL,2284009.90
1120,9356.00,NULL,2075398.80
11208,3585.20,172080.00,3437890.40
1121,3474.00,NULL,787983.60
1122,2793.00,NULL,264201.80
1123,2793.00,NULL,264201.80
1124,2584.00,NULL,465923.40
1125,3236.00,NULL,124864.40
11250,16722.30,272220.00,1597311.70
11252,9673.00,16032.00,490891.10
1126,3236.00,NULL,124864.40
11266,6493.00,52236.00,468383.70
11267,6493.00,52236.00,468383.70
1127,2118.00,NULL,139489.80
11271,4537.30,163332.00,594111.80
11274,10735.00,69600.00,1024535.20
11275,10735.00,69600.00,1024535.20
1128,3004.00,NULL,289711.60
11286,10919.30,272220.00,1440226.50
1129,1751.00,NULL,332295.30
113,NULL,NULL,2284009.90
1130,3653.00,22260.00,141869.60
11304,3583.70,215040.00,1054614.40
1131,2108.00,NULL,311029.70
11314,10591.30,127080.00,1961962.30
11319,NULL,NULL,2623547.10
1132,2108.00,NULL,311029.70
11327,2454.50,29448.00,1030612.90
11329,18564.00,122472.00,2433822.60
1133,4738.00,284280.00,4031929.60
11331,NULL,NULL,6516182.30
11337,3421.50,82128.00,873654.40
1134,4738.00,284280.00,4031929.60
1135,3871.00,NULL,737334.10
11359,3421.50,164256.00,2562288.70
1136,NULL,NULL,784218.70
11360,3421.50,164256.00,2562288.70
11362,6141.00,191580.00,207302.50
1137,2144.00,NULL,442661.30
11371,1735.00,83280.00,1400718.60
11372,11733.00,86616.00,2070506.80
11379,8348.70,285240.00,1672910.50
1138,5361.00,NULL,2559008.50
11380,8348.70,285240.00,1672910.50
11381,1932.00,23184.00,604041.20
1139,5361.00,NULL,2559008.50
114,8160.10,NULL,6749839.00
1140,8215.00,NULL,579657.20
11405,13234.30,39576.00,1329932.80
11406,13234.30,39576.00,1329932.80
11409,16808.30,39576.00,5590851.20
1141,NULL,NULL,1348676.90
1142,2689.00,NULL,835683.10
1143,2689.00,NULL,835683.10
1145,NULL,NULL,1000649.20
1146,8910.00,NULL,2939306.40
11461,10880.50,41904.00,4964542.00
1147,2371.00,NULL,273142.40
1148,4946.00,NULL,291228.50
1149,1953.00,NULL,312445.60
11491,NULL,NULL,2201141.90
11497,2172.00,52128.00,3172463.50
115,8160.10,NULL,6749839.00
1150,3505.00,NULL,498327.20
1151,7411.00,NULL,875303.80
11516,18099.00,188616.00,2393987.40
11517,18099.00,188616.00,2393987.40
1152,NULL,NULL,865464.50
1153,2126.00,NULL,301386.80
1154,3990.00,NULL,391462.90
11545,10905.00,99936.00,2787620.50
1155,3990.00,NULL,391462.90
1156,2759.00,NULL,302273.90
1157,9091.00,189060.00,4387308.10
11574,6583.00,120888.00,2675014.60
1158,8255.00,NULL,402122.10
1159,NULL,NULL,766594.70
11596,10425.50,86184.00,3171046.70
11598,2322.70,83628.00,702313.00
116,12438.00,102876.00,1229256.40
1160,NULL,NULL,766594.70
11609,1860.00,44640.00,577714.50
1161,3799.00,NULL,1072850.70
1162,NULL,NULL,617353.60
1163,2853.00,NULL,715071.60
11637,17445.80,374760.00,2114401.10
11638,17445.80,374760.00,2114401.10
1164,2129.00,NULL,70429.30
1165,6824.00,NULL,1085163.20
1166,7262.00,NULL,894481.20
11662,8152.00,36396.00,4485996.60
1167,7262.00,NULL,894481.20
11676,NULL,NULL,381210.30
1168,NULL,NULL,899960.70
11683,12519.00,225504.00,2727539.80
11685,10733.80,188688.00,2273360.00
11686,14482.00,116832.00,1066244.20
11687,14482.00,116832.00,1066244.20
1169,5260.00,NULL,588349.50
117,12438.00,102876.00,1229256.40
1170,3860.00,NULL,623763.90
11701,5688.00,341280.00,2813106.90
11709,6341.00,228276.00,1006312.80
1171,2038.00,NULL,149529.40
11710,6341.00,228276.00,1006312.80
11713,9846.00,18324.00,1392690.80
11714,9846.00,18324.00,1392690.80
1172,2909.00,NULL,565248.00
1173,2909.00,NULL,565248.00
11732,NULL,NULL,1599936.00
1174,NULL,NULL,3086569.60
1175,3550.00,NULL,261366.00
11754,10575.00,46176.00,1117135.20
11755,NULL,NULL,2205474.30
1176,3550.00,NULL,261366.00
11768,11596.70,157068.00,1015014.80
1177,5244.00,NULL,1558142.40
1178,6846.00,NULL,2145155.70
1179,2062.00,NULL,782319.10
11794,17748.70,104712.00,5439566.50
11795,17748.70,104712.00,5439566.50
118,2318.00,NULL,172400.00
1180,5354.00,NULL,2702553.70
11804,8508.70,104712.00,4371077.30
1181,6521.00,NULL,575462.40
1182,3838.00,NULL,2187781.20
1183,3033.00,NULL,903108.60
11851,5091.30,244368.00,4705145.50
11855,2476.80,59448.00,1005871.20
11857,2476.80,59448.00,2662498.40
1186,5911.00,NULL,726373.80
11860,NULL,NULL,643982.60
11866,17868.30,76416.00,3450210.80
11867,17868.30,76416.00,3450210.80
1187,2227.00,NULL,356305.50
11873,10076.00,176148.00,2644555.70
11874,5813.50,279072.00,1781302.80
11875,5813.50,279072.00,1781302.80
1188,2227.00,NULL,356305.50
11886,16534.50,139536.00,5595682.40
1189,2146.00,NULL,371440.50
119,2318.00,NULL,172400.00
1190,3528.00,NULL,729214.30
11906,6134.20,88200.00,623290.40
11907,6134.20,88200.00,623290.40
1191,3528.00,NULL,729214.30
11911,9471.00,31620.00,778484.80
1192,2512.00,NULL,663988.20
1193,3409.00,NULL,574933.80
1194,7538.00,NULL,1555709.90
11943,2467.00,NULL,4804066.90
11947,3112.10,NULL,5150639.50
1195,6748.00,NULL,3078121.20
1196,7087.00,NULL,904046.20
1197,1812.30,108720.00,1188250.90
11976,6956.00,116040.00,529135.30
11977,6956.00,116040.00,529135.30
11978,9447.70,113796.00,2031675.60
11979,9447.70,113796.00,2031675.60
1198,NULL,NULL,720626.10
1199,2296.00,NULL,255594.30
12,NULL,NULL,696434.10
120,9185.00,NULL,2513972.10
1200,1934.00,NULL,189600.50
12003,3160.70,151728.00,4306929.00
1201,2470.00,NULL,172807.80
1202,7641.00,NULL,3323358.70
1204,7506.00,NULL,4779742.90
12050,15482.00,133968.00,3639202.80
12051,15482.00,133968.00,3639202.80
1206,2855.00,NULL,264403.00
1207,5461.00,NULL,1182157.30
12079,8013.70,96168.00,3657355.70
1208,5237.00,188532.00,3070249.20
1209,11198.00,NULL,5339148.50
12092,NULL,NULL,2042321.70
12095,5274.70,126600.00,4607543.00
121,7927.00,NULL,1691589.50
1210,2491.00,NULL,647117.70
12102,20582.00,97632.00,7037938.10
1211,NULL,NULL,618921.80
1212,2691.00,NULL,305777.70
1213,7521.00,NULL,3872824.90
12133,8259.50,300600.00,1885597.40
1214,NULL,NULL,3551880.80
12144,13911.00,331560.00,3044394.30
12145,13911.00,331560.00,3044394.30
1215,10485.50,204000.00,2172101.10
1216,4090.80,98184.00,3092181.00
12163,17765.90,NULL,4488095.80
1217,2081.00,NULL,174513.30
1218,NULL,NULL,392656.10
12181,15812.50,36168.00,1989455.70
1219,3925.00,NULL,255864.10
122,8892.00,NULL,1278555.40
1220,4774.00,NULL,2830862.50
1221,4969.00,NULL,2367766.50
1222,2642.00,NULL,594311.30
12220,6505.00,89340.00,1025705.80
12221,6505.00,89340.00,1025705.80
1223,9364.00,NULL,3049962.20
1224,1989.00,NULL,218714.20
1225,2259.00,NULL,150131.50
1226,NULL,NULL,3370389.80
1227,NULL,NULL,3370389.80
1228,NULL,NULL,2524495.60
1229,2074.00,NULL,107633.00
123,11120.20,NULL,1768074.40
12303,529.00,19044.00,1454569.30
12308,15005.20,210744.00,969764.70
1231,8434.00,NULL,566998.40
1232,8434.00,NULL,566998.40
12324,NULL,NULL,1784894.30
12325,5415.00,194940.00,2606930.80
12328,16324.70,218064.00,1118742.10
1233,2117.00,NULL,132592.60
1234,NULL,NULL,63000.00
12344,4729.90,NULL,2937328.60
1235,NULL,NULL,63000.00
12358,10526.00,91632.00,726972.60
12359,10526.00,91632.00,726972.60
1236,8478.00,NULL,3496123.40
1237,1714.00,NULL,434585.10
12376,18246.70,233424.00,2197366.60
12378,6483.70,311232.00,4191021.70
1238,8166.00,NULL,1555953.70
12382,6483.70,77808.00,1720467.50
12383,6483.70,77808.00,1720467.50
1239,NULL,NULL,7327494.10
12396,2784.80,167100.00,5318335.70
12397,2784.80,167100.00,5318335.70
124,7370.20,265320.00,1714751.30
1240,NULL,NULL,94932.00
1241,4219.00,NULL,325520.10
12416,16611.00,231696.00,4696528.60
12417,16611.00,231696.00,4696528.60
1242,7136.00,NULL,791626.00
1243,4095.00,NULL,1774228.10
12432,5079.00,121896.00,5903640.00
1244,3221.00,NULL,821110.60
1245,2147.00,NULL,268003.00
1246,NULL,NULL,5955593.50
12464,5983.00,215388.00,2894047.50
12468,15216.80,136368.00,1836741.50
1247,NULL,NULL,5955593.50
1248,9350.00,NULL,2133655.40
12485,7913.00,22104.00,643027.00
12490,NULL,NULL,779071.50
125,2042.00,NULL,402613.10
1250,NULL,NULL,1478620.80
1251,6433.00,NULL,784188.40
1252,6433.00,NULL,784188.40
1253,3068.00,NULL,1218452.70
1254,1730.00,NULL,394393.50
12547,12524.30,305424.00,1585775.40
1255,7399.00,NULL,1126163.30
1256,4339.00,NULL,804564.90
12561,6120.00,44304.00,953532.60
12568,NULL,NULL,1159819.30
1257,3852.00,NULL,810875.00
12577,NULL,NULL,3888081.20
1258,3852.00,NULL,810875.00
12586,9740.70,239160.00,1752291.20
1259,2499.00,NULL,102196.40
12599,3151.30,113436.00,2360449.60
126,2042.00,NULL,402613.10
1260,5673.00,NULL,3806547.70
1261,5673.00,NULL,3806547.70
12616,17952.30,37812.00,2248023.80
1262,NULL,NULL,1760655.90
12625,3151.30,75624.00,4400789.20
1263,NULL,NULL,1760655.90
1264,NULL,NULL,920504.40
12643,5802.30,348120.00,1834055.10
1265,3482.00,NULL,1198962.90
1266,4736.00,NULL,1502828.80
12662,18673.00,421008.00,1718716.90
1267,2047.00,NULL,131930.70
1268,2047.00,NULL,131930.70
1269,8223.70,NULL,674055.30
12695,16742.80,259740.00,3752935.10
127,7348.00,352704.00,493759.90
1270,3090.00,NULL,579008.60
1271,5169.00,NULL,1513364.40
1272,2146.00,NULL,269935.40
12726,NULL,NULL,357820.20
12729,9347.00,31260.00,745895.20
1273,NULL,NULL,276448.60
12730,9347.00,31260.00,745895.20
12738,6258.00,88704.00,701091.20
12739,6258.00,88704.00,701091.20
1274,3790.00,NULL,185448.20
1275,7844.00,NULL,3265745.00
12750,7240.00,86880.00,2820120.00
12754,6871.00,21924.00,2341732.60
12755,6871.00,21924.00,2341732.60
12756,20064.00,260640.00,3136559.90
1276,NULL,NULL,417542.50
1277,2918.00,NULL,157360.00
1278,NULL,NULL,840707.50
1279,NULL,NULL,2670734.90
128,3735.00,NULL,1854776.60
1280,7811.00,NULL,2845618.70
12802,7595.00,194280.00,1239253.80
1281,7811.00,NULL,2845618.70
12810,20024.00,123408.00,2396349.20
1282,12861.50,253200.00,867300.10
1283,3080.00,NULL,586152.80
1284,3080.00,NULL,586152.80
12840,1511.00,54396.00,528116.00
12843,16449.00,151560.00,5010866.80
12844,5910.00,60000.00,1191019.00
1285,5116.00,NULL,1124427.20
12850,5185.00,23412.00,1569781.30
12851,5185.00,23412.00,1569781.30
12859,15830.00,482940.00,2244846.50
1286,4219.50,253200.00,3758208.80
1287,3520.00,NULL,318882.10
1288,3843.00,NULL,1037564.80
1289,1416.00,NULL,1411155.40
12890,5575.30,267600.00,2308494.10
129,4554.00,NULL,1057995.20
1290,4076.00,NULL,656711.30
12908,15011.30,133800.00,1651752.00
1291,7087.00,NULL,1315862.00
1292,NULL,NULL,1019738.30
1293,3423.00,NULL,381145.30
1294,3423.00,NULL,381145.30
12943,6959.80,417600.00,2334939.50
1295,10392.00,NULL,3724848.50
1296,6185.00,NULL,3101951.10
1297,2484.00,NULL,193035.20
1298,2484.00,NULL,193035.20
12986,NULL,NULL,2163590.40
1299,2189.00,NULL,298427.20
12991,NULL,NULL,2798222.50
13,8377.00,NULL,1040605.10
130,4803.00,NULL,1532824.50
1300,8532.00,50976.00,672476.80
1303,8537.00,NULL,420823.40
1304,1936.00,NULL,154348.70
13044,NULL,NULL,2007906.50
1305,NULL,NULL,1104890.00
13051,5204.20,249792.00,974904.40
1306,3032.00,NULL,656462.70
1307,3718.00,NULL,1109800.90
13071,15563.00,198240.00,1616173.50
1308,3317.00,NULL,387155.80
13089,18551.70,269964.00,1683958.50
1309,NULL,NULL,143919.40
13090,9527.00,208332.00,2531327.10
13095,14444.00,196224.00,1610717.40
13098,7462.00,45720.00,1349888.10
131,NULL,NULL,203518.10
1310,5664.00,NULL,1096208.60
13102,NULL,NULL,2778815.30
1311,18283.80,385104.00,3633392.00
13113,21322.20,260028.00,5658114.70
1312,2155.00,NULL,338537.80
13123,NULL,NULL,5504312.70
1313,7575.00,NULL,786542.20
13134,14911.80,197808.00,2036348.50
1314,7575.00,NULL,786542.20
1315,3488.00,NULL,262313.10
13151,NULL,NULL,1204236.60
1316,9125.00,NULL,1219320.30
1317,9125.00,NULL,1219320.30
13171,NULL,NULL,1382074.10
13172,4058.00,24180.00,1333182.70
1318,1626.00,NULL,647312.40
13190,7088.50,154656.00,2155128.30
132,7664.00,162576.00,1429397.70
13201,11449.50,115992.00,5091422.10
1321,2159.00,NULL,164599.10
1322,7553.00,NULL,673758.60
1323,3559.00,NULL,539912.40
13231,7347.00,68832.00,1541631.40
1324,NULL,NULL,1897553.80
13246,10794.00,339168.00,424433.40
1325,8840.00,NULL,1231185.00
1326,5854.00,NULL,970777.80
13260,3813.70,45768.00,2241619.80
13261,17756.70,45768.00,3263166.70
13262,17756.70,45768.00,3263166.70
1327,8022.80,192552.00,3544923.10
13276,519.00,31140.00,186245.50
1328,1746.00,NULL,800116.80
13285,5622.50,67464.00,2346888.00
1329,2366.00,NULL,384658.70
13290,2931.00,140688.00,1037972.40
13291,2931.00,140688.00,1037972.40
1330,NULL,NULL,1911961.00
1331,5427.00,NULL,499059.70
1332,3962.00,NULL,1500454.10
1333,NULL,NULL,1861304.70
1334,5646.00,NULL,552419.10
13346,6426.30,385560.00,1348458.90
1335,3350.00,NULL,3047225.50
1336,3350.00,NULL,3047225.50
1337,2293.00,NULL,461295.50
1338,2293.00,NULL,461295.50
13380,8888.00,113544.00,2281914.40
1339,8086.00,NULL,1769555.70
134,2051.00,NULL,884698.70
1340,2715.00,NULL,284945.70
13404,538.00,NULL,800942.10
13405,5811.00,57120.00,525003.30
13406,NULL,NULL,4190954.10
1341,5025.00,NULL,1096607.20
13412,10959.00,131292.00,3287343.70
13417,13697.80,152460.00,768879.90
1343,2703.00,NULL,654899.90
1344,2703.00,NULL,654899.90
13447,13010.00,197748.00,3281827.40
13448,13010.00,197748.00,3281827.40
1345,NULL,NULL,1187374.90
13451,15714.00,314520.00,6275675.70
1346,NULL,NULL,845428.60
13468,312.00,18720.00,787961.10
13469,312.00,18720.00,787961.10
1347,9112.00,NULL,2189221.00
1348,9112.00,NULL,2189221.00
13480,3216.70,115812.00,3309420.30
1349,8582.70,NULL,3283487.50
13490,3216.70,154416.00,6246852.00
135,2051.00,NULL,884698.70
1350,19961.00,NULL,1418629.70
1351,19961.00,NULL,1418629.70
1352,2791.00,NULL,872800.30
1353,6260.00,NULL,3579832.70
13539,14834.00,274740.00,6376283.80
1354,2070.00,NULL,711724.30
13548,7040.70,168984.00,5041763.70
1355,6689.00,NULL,2416824.90
13556,5803.20,48096.00,854249.90
1356,2241.00,NULL,216646.80
13576,14467.80,217152.00,3673716.90
13588,3619.10,NULL,1804272.90
1359,NULL,NULL,7386440.30
13590,13988.00,148920.00,1477648.70
136,3146.00,NULL,351151.90
1360,NULL,NULL,7386440.30
13603,1445.00,69360.00,1773880.90
13608,2482.00,119136.00,2286264.80
1361,2998.00,NULL,547735.50
1362,2998.00,NULL,547735.50
13620,8191.50,98304.00,4041890.80
1363,7980.00,NULL,1848686.20
1364,1735.00,NULL,381865.00
13640,10216.00,213300.00,1214997.10
1365,1735.00,NULL,381865.00
13657,7740.50,108144.00,5552105.30
13658,7740.50,108144.00,5552105.30
1366,12214.80,NULL,4295198.40
1367,2121.00,NULL,214703.00
13673,NULL,NULL,1043600.70
1368,2121.00,NULL,214703.00
13687,8337.00,182628.00,2100479.60
1369,NULL,NULL,85220.00
13690,3744.70,89880.00,5371586.00
13694,3744.70,44940.00,1696208.30
137,2123.00,NULL,155708.90
1370,10247.80,NULL,2920942.80
1371,2790.00,NULL,143922.00
1372,2183.00,NULL,173294.70
1373,2077.00,NULL,302403.90
1375,2250.00,NULL,465349.80
13750,16351.20,392460.00,4222458.40
13751,16351.20,392460.00,4222458.40
1376,1947.00,NULL,370061.00
1377,1947.00,NULL,370061.00
1378,4821.00,NULL,3040729.60
1379,4821.00,NULL,3040729.60
138,5110.00,NULL,1235574.00
1380,NULL,NULL,3338212.70
13803,17452.50,89280.00,2185883.50
1382,NULL,NULL,337824.70
13820,18644.50,155760.00,2013634.60
1383,NULL,NULL,124385.10
1384,3263.00,NULL,2113836.90
13845,7512.00,52788.00,1284916.40
1385,2186.00,NULL,435653.40
13852,10558.30,67320.00,1045427.80
1386,2186.00,NULL,435653.40
1387,5951.00,NULL,1532801.70
1388,3475.00,NULL,1793608.80
13886,NULL,NULL,2880850.70
1389,2260.00,NULL,311098.90
139,6456.00,NULL,1607829.20
1390,NULL,NULL,496688.60
1391,NULL,NULL,869058.70
13912,11923.80,317460.00,2168077.90
13915,NULL,NULL,2518593.10
1392,2171.00,NULL,696934.20
13921,NULL,NULL,978399.60
13923,5325.00,39168.00,559881.60
13924,4674.00,280440.00,1326820.00
1393,2171.00,NULL,696934.20
13931,3286.70,NULL,3295795.50
1394,6470.00,NULL,1440201.50
1395,6470.00,NULL,1440201.50
13955,17884.00,419880.00,3957372.20
13956,17884.00,419880.00,3957372.20
1396,3658.00,NULL,1777459.60
13968,9274.30,54024.00,2948081.40
1397,3947.00,NULL,777300.70
13971,10687.00,129408.00,1330010.50
13998,NULL,NULL,2623161.90
14,2132.00,NULL,258100.10
140,6456.00,NULL,1607829.20
1401,NULL,NULL,873141.40
1402,8270.00,NULL,597317.10
1403,8270.00,NULL,597317.10
1404,7502.20,149040.00,2752879.30
1406,4358.00,NULL,1070298.30
1407,4358.00,NULL,1070298.30
1408,8339.00,NULL,4087574.40
1409,15336.30,NULL,1743672.70
141,2329.00,NULL,623402.60
1410,7893.00,NULL,397039.50
1411,7893.00,NULL,397039.50
1412,NULL,NULL,176847.70
1413,2302.00,NULL,180396.30
1414,4731.00,NULL,2089986.30
1416,2267.00,NULL,229024.50
1417,10346.00,NULL,501452.10
1418,5639.00,NULL,864957.90
1419,2808.00,NULL,592081.70
142,2449.00,NULL,134555.80
1420,2808.00,NULL,592081.70
1421,NULL,NULL,2176227.00
1422,3870.00,NULL,249922.20
1423,3870.00,NULL,249922.20
1424,1662.70,NULL,781549.20
1425,2928.00,NULL,506404.00
1426,2928.00,NULL,506404.00
1427,NULL,NULL,4467812.00
1428,2830.00,NULL,135442.50
1429,2830.00,NULL,135442.50
143,8252.00,NULL,3110253.40
1430,NULL,NULL,204154.50
1431,2288.00,NULL,349605.00
1432,4421.00,NULL,464909.20
1433,2288.00,NULL,456259.90
1434,2288.00,NULL,456259.90
1435,8249.00,NULL,760479.80
1438,NULL,NULL,794327.10
1439,7334.00,NULL,1887226.60
144,5864.00,NULL,2127815.90
1440,3171.00,NULL,2648963.10
1441,2343.00,NULL,271871.20
1442,2343.00,NULL,271871.20
1443,12445.00,NULL,2476459.10
1444,12445.00,NULL,2476459.10
1445,2582.00,NULL,588929.10
1446,NULL,NULL,825438.70
1447,NULL,NULL,825438.70
1448,2710.00,NULL,260399.70
1449,7424.00,NULL,3429795.50
145,2116.00,NULL,117127.70
1450,7709.00,NULL,2110556.90
1452,4161.00,NULL,1768390.10
1453,7146.00,NULL,3091241.70
1454,2989.00,NULL,513097.80
1455,2989.00,NULL,513097.80
1456,3279.00,NULL,398886.90
1457,3279.00,NULL,398886.90
1458,10362.00,NULL,2781940.00
1459,6552.00,NULL,472745.00
146,NULL,NULL,1244001.20
1460,3568.00,NULL,134852.80
